#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Lady Death (Bally) (1981) (Hellfire Edition) (1.4);Lady Death (Hellfire Edition);Future Pinball;;1981;Bally;;;;;;0;;;;;;;;;
Laser War (Data East) (1987) (1.0);Laser War;Future Pinball;;1987;Data East;;;;;;0;;;;;;;;;
Last Action Hero (Data East) (1993) (1.0);Last Action Hero;Future Pinball;;1993;Data East;;;;;;0;;;;;;;;;
Lectronamo (Stern) (1978) (3.0);Lectronamo;Future Pinball;;1978;Stern;;;;;;0;;;;;;;;;
Legend of Zelda (Original) (1.1);Legend of Zelda;Future Pinball;;2013;Original;;;;;;0;;;;;;;;;
Lethal Weapon 3 (Data East) (1992) (1.5);Lethal Weapon 3;Future Pinball;;1992;Data East;;;;;;0;;;;;;;;;
Li II (Original) (2014) (1.8b);Li II;Future Pinball;;2014;Original;;;;;;0;;;;;;;;;
Lightning (Stern) (1981) (1.0);Lightning;Future Pinball;;1981;Stern;;;;;;0;;;;;;;;;
Little Chief (Williams) (1975) (1.0);Little Chief;Future Pinball;;1975;Williams;;;;;;0;;;;;;;;;
Lord Of The Rings (Stern) (2003) (1.2);Lord Of The Rings;Future Pinball;;2003;Stern;;;;;;0;;;;;;;;;
Lost In Space (Sega) (1998) (WIP);Lost In Space;Future Pinball;;1998;Sega;;;;;;0;;;;;;;;;
Lost World (Bally) (1977) (1.0);Lost World;Future Pinball;;1977;Bally;;;;;;0;;;;;;;;;
Lunch Takeout (Original) (1.0);Lunch Takeout;Future Pinball;;2009;Original;;;;;;0;;;;;;;;;
Machine Bride Of Pinbot, The (Williams) (1991) (Ultimate) (1.02);Machine Bride Of Pinbot, The (Ultimate);Future Pinball;;1991;Williams;;;;;;0;;;;;;;;;
Mad Max (Original) (2015) (1.0);Mad Max;Future Pinball;;2015;Original;;;;;;0;;;;;;;;;
Mad Race (Playmatic) (1985) (1.12);Mad Race;Future Pinball;;1985;Playmatic;;;;;;0;;;;;;;;;
Magic (Stern) (1979) (1.0);Magic;Future Pinball;;1979;Stern;;;;;;0;;;;;;;;;
Magic Castle (Zaccaria) (1984) (1.0);Magic Castle;Future Pinball;;1984;Zaccaria;;;;;;0;;;;;;;;;
Magician Lord (Original) (2015) (1.0);Magician Lord;Future Pinball;;2015;Original;;;;;;0;;;;;;;;;
Mars God Of War (Original) (2015) (WIP);Mars God Of War;Future Pinball;;2015;Original;;;;;;0;;;;;;;;;
Mars Mccoy (Original) (2015) (1.0);Mars Mccoy;Future Pinball;;2015;Original;;;;;;0;;;;;;;;;
Martian Manhunter (Original) (2014) (1.0);Martian Manhunter;Future Pinball;;2014;Original;;;;;;0;;;;;;;;;
