#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
punkshot;Punk Shot;Arcade;;1990;;;;;;;;;;;;;;;;
Putt & Putter (USA, Europe);Putt & Putter;Sega Game Gear;;1991;;;;;;;;;;;;;;;;
Putt & Putter (E) [!];Putt & Putter;Sega Master System;;1992;;;;;;;;;;;;;;;;
quarterb;Quarterback;Arcade;;1987;;;;;;;;;;;;;;;;
Quattro Sports (USA) (Unl);Quattro Sports;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
R.B.I. Baseball (USA);R.B.I. Baseball;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
R.B.I. Baseball 93 (USA);R.B.I. Baseball '93;Sega Genesis;;1991;;;;;;;;;;;;;;;;
R.B.I. Baseball '94 (USA, Europe);R.B.I. Baseball '94;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
R.B.I. Baseball 94 (USA, Europe);R.B.I. Baseball '94;Sega Genesis;;1992;;;;;;;;;;;;;;;;
R.B.I. Baseball 2 (USA) (Unl);R.B.I. Baseball 2;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
R.B.I. Baseball 3 (USA) (Unl);R.B.I. Baseball 3;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
R.B.I. Baseball 3 (USA);R.B.I. Baseball 3;Sega Genesis;;1993;;;;;;;;;;;;;;;;
R.B.I. Baseball 4 (USA);R.B.I. Baseball 4;Sega Genesis;;1994;;;;;;;;;;;;;;;;
rackemup;Rack 'em Up;Arcade;;1987;;;;;;;;;;;;;;;;
racknrol;Rack + Roll;Arcade;;1986;;;;;;;;;;;;;;;;
Racket Attack (USA);Racket Attack;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
Rackets & Rivals (Europe);Rackets & Rivals;Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Rad Racket - Deluxe Tennis II (USA) (Unl);Rad Racket: Deluxe Tennis II;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Rap Jam - Volume One (USA);Rap Jam: Volume One;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Razor Freestyle Scooter (USA);Razor Freestyle Scooter;Nintendo 64;;2001;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing (USA);Ready 2 Rumble Boxing;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing (USA);Ready 2 Rumble Boxing;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing;Ready 2 Rumble Boxing;Sega Dreamcast;;1999;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing;Ready 2 Rumble Boxing;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing - Round 2 (USA);Ready 2 Rumble Boxing: Round 2;Nintendo 64;;2000;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing - Round 2 (USA);Ready 2 Rumble Boxing: Round 2;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing - Round 2;Ready 2 Rumble Boxing: Round 2;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Ready 2 Rumble Round 2;Ready 2 Rumble Round 2;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
rltennis;Reality Tennis;Arcade;;1993;;;;;;;;;;;;;;;;
recordbr;Recordbreaker;Arcade;;1988;;;;;;;;;;;;;;;;
Redbull X-fighters (USA);Red Bull X-Fighters;Sony PSP Minis;;2010;;;;;;;;;;;;;;;;
Reggie Jackson Baseball (U) [!];Reggie Jackson Baseball;Sega Master System;;1988;;;;;;;;;;;;;;;;
relief;Relief Pitcher;Arcade;;1992;;;;;;;;;;;;;;;;
Relief Pitcher (USA);Relief Pitcher;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
RHI Roller Hockey '95 (USA) (Proto);RHI Roller Hockey '95;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Riddick Bowe Boxing (USA);Riddick Bowe Boxing;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Riddick Bowe Boxing (USA);Riddick Bowe Boxing;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
Riddick Bowe Boxing (USA);Riddick Bowe Boxing;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
rimrockn;Rim Rockin' Basketball;Arcade;;1991;;;;;;;;;;;;;;;;
ringfgt;Ring Fighter;Arcade;vsgongf;1984;;;;;;;;;;;;;;;;
ringking;Ring King;Arcade;kingofb;1985;;;;;;;;;;;;;;;;
Ring King (USA);Ring King;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
ringohja;Ring no Ohja;Arcade;mainevt;1988;;;;;;;;;;;;;;;;
ringdest;Ring of Destruction Slammasters II;Arcade;;1994;;;;;;;;;;;;;;;;
ringrage;Ring Rage;Arcade;;1992;;;;;;;;;;;;;;;;
Ring Rage (USA);Ring Rage;Nintendo Game Boy;;1998;;;;;;;;;;;;;;;;
ripcord;Rip Cord;Arcade;;1979;;;;;;;;;;;;;;;;
Road Champs - BXS Stunt Biking (USA, Europe);Road Champs: BXS Stunt Biking;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
robowres;Robo Wres 2001;Arcade;;1986;;;;;;;;;;;;;;;;
robotbwl;Robot Bowl;Arcade;;1977;;;;;;;;;;;;;;;;
Rocket Power - Gettin' Air (USA);Rocket Power: Gettin' Air;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Rocky (USA) (En,Fr,De,Es,It);Rocky;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Rocky (UE) [!];Rocky;Sega Master System;;1987;;;;;;;;;;;;;;;;
Rocky Mountain Trophy Hunter (USA);Rocky Mountain Trophy Hunter;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Roger Clemens' MVP Baseball (USA);Roger Clemens' MVP Baseball;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Roger Clemens MVP Baseball (USA);Roger Clemens' MVP Baseball;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
Roger Clements MVP Baseball (USA);Roger Clemens' MVP Baseball;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Roger Clemens' MVP Baseball (USA);Roger Clemens' MVP Baseball;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Roland Garros French Open (Europe) (En,Fr,De,Es,It,Nl);Roland Garros French Open;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Roland Garros French Open 2001;Roland Garros French Open 2001;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Rollerblade Racer (USA);Rollerblade Racer;Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
rollerg;Rollergames;Arcade;;1991;;;;;;;;;;;;;;;;
Ronaldo V-Football;Ronaldo V-Football;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Ronaldo V-Soccer (USA) (En,Fr,Es,Pt);Ronaldo V-Soccer;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Ronnie OSullivans Snooker (USA);Ronnie O'Sullivan's Snooker;Sony PSP Minis;;2012;;;;;;;;;;;;;;;;
Roundball - 2-on-2 Challenge (USA);Roundball: 2-on-2 Challenge;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Rugby World Cup 1995 (USA, Europe) (En,Fr,It);Rugby World Cup 95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
rungun;Run and Gun;Arcade;;1993;;;;;;;;;;;;;;;;
rungun2;Run and Gun 2;Arcade;;1996;;;;;;;;;;;;;;;;
Rushdown;Rushdown;Sony Playstation;;1999;;;;;;;;;;;;;;;;
rushhero;Rushing Heroes;Arcade;;1996;;;;;;;;;;;;;;;;
Sammy Sosa Softball Slam;Sammy Sosa Softball Slam;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Sampras Extreme Tennis;Sampras Extreme Tennis;Sony Playstation;;2002;;;;;;;;;;;;;;;;
Sampras Tennis 96 (Europe) (J-Cart);Sampras Tennis 96;Sega Genesis;;1995;;;;;;;;;;;;;;;;
slammast;Saturday Night Slam Masters;Arcade;;1993;;;;;;;;;;;;;;;;
slammastu;Saturday Night Slam Masters;Arcade;slammast;1993;;;;;;;;;;;;;;;;
slampic;Saturday Night Slam Masters;Arcade;slammast;1993;;;;;;;;;;;;;;;;
Saturday Night Slam Masters (USA);Saturday Night Slam Masters;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
cscrtry;Scrum Try;Arcade;;1984;;;;;;;;;;;;;;;;
seabass;Sea Bass Fishing;Arcade;;1997;;;;;;;;;;;;;;;;
Sega World Tournament Golf (E) [!];Sega World Tournament Golf;Sega Master System;;1993;;;;;;;;;;;;;;;;
Sega Worldwide Soccer 2000 - Euro Edition;Sega Worldwide Soccer 2000: Euro Edition;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
Sensible Soccer (Europe) (En,Fr,De,It);Sensible Soccer;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Sensible Soccer (UE) [!];Sensible Soccer;Sega Master System;;1988;;;;;;;;;;;;;;;;
Sensible Soccer;Sensible Soccer;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Sensible Soccer - European Champions (Europe);Sensible Soccer: European Champions;Nintendo Game Boy;;1993;;;;;;;;;;;;;;;;
Sensible Soccer (Europe);Sensible Soccer: European Champions;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
Sensible Soccer - International Edition (Europe) (En,Fr,De,It);Sensible Soccer: International Edition;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Sesame Street Sports (USA);Sesame Street Sports;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Sesame Street Sports;Sesame Street Sports;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Shaun Palmer's Pro Snowboarder (USA, Europe);Shaun Palmer's Pro Snowboarder;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
Shaun Palmer's Pro Snowboarder (USA);Shaun Palmer's Pro Snowboarder;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
toukon3;Shin Nihon Pro Wrestling Toukon Retsuden 3 Arcade Edition;Arcade;;1997;;;;;;;;;;;;;;;;
shootbul;Shoot the Bull;Arcade;;1985;;;;;;;;;;;;;;;;
shuffle;Shuffleboard;Arcade;;1978;;;;;;;;;;;;;;;;
shufshot;Shuffleshot;Arcade;;1997;;;;;;;;;;;;;;;;
shuuz;Shuuz;Arcade;;1990;;;;;;;;;;;;;;;;
sidepckt;Side Pocket;Arcade;;1986;;;;;;;;;;;;;;;;
Side Pocket (USA);Side Pocket;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Side Pocket (World);Side Pocket;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
Side Pocket (USA);Side Pocket;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
Side Pocket (USA);Side Pocket;Sega Genesis;;1992;;;;;;;;;;;;;;;;
silvland;Silver Land;Arcade;rpatrol;1981;;;;;;;;;;;;;;;;
simpbowl;Simpsons Bowling;Arcade;;2000;;;;;;;;;;;;;;;;
Skate or Die! (USA);Skate or Die;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
Skate or Die 2 - The Search for Double Trouble (USA);Skate or Die 2: The Search for Double Trouble;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Skate or Die - Bad 'N Rad (USA);Skate or Die: Bad 'N Rad;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
Skate or Die - Tour de Thrash (USA);Skate or Die: Tour de Thrash;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
cskater;Skater;Arcade;;1983;;;;;;;;;;;;;;;;
Ski Air Mix;Ski Air Mix;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Ski or Die (USA);Ski or Die;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
skimaxx;Skimaxx;Arcade;;1996;;;;;;;;;;;;;;;;
nss_skin;Skins Game;Arcade;;1992;;;;;;;;;;;;;;;;
Skitchin (USA, Europe);Skitchin';Sega Genesis;;1993;;;;;;;;;;;;;;;;
skydiver;Sky Diver;Arcade;;1978;;;;;;;;;;;;;;;;
Slalom (USA);Slalom;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Slam 'n Jam '96 featuring Magic & Kareem;Slam 'n Jam '96 featuring Magic & Kareem;Sony Playstation;;1996;;;;;;;;;;;;;;;;
slmdunkj;Slam Dunk;Arcade;rungun;1993;;;;;;;;;;;;;;;;
slamdnk2;Slam Dunk 2;Arcade;rungun2;1996;;;;;;;;;;;;;;;;
slapshot;Slap Shot;Arcade;;1994;;;;;;;;;;;;;;;;
Slap Shot (U) [!];Slap Shot;Sega Master System;;1990;;;;;;;;;;;;;;;;
Slaughter Sport (USA);Slaughter Sport;Sega Genesis;;1991;;;;;;;;;;;;;;;;
Smash Tennis (Europe);Smash Tennis;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Snoopy Tennis (USA) (En,Fr,Es);Snoopy Tennis;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Snoopy's Silly Sports Spectacular! (USA);Snoopy's Silly Sports Spectacular!;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Snow Racer 98;Snow Racer 98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Snowboard Kids (USA);Snowboard Kids;Nintendo 64;;1998;;;;;;;;;;;;;;;;
Snowboard Kids 2 (USA);Snowboard Kids 2;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Snowboard Racer;Snowboard Racer;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Soccer (Japan, USA);Soccer;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Soccer '97;Soccer '97;Sony Playstation;;1996;;;;;;;;;;;;;;;;
socbrawl;Soccer Brawl;Arcade;;1991;;;;;;;;;;;;;;;;
Soccer Kid (USA, Europe);Soccer Kid;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Soccer Kid;Soccer Kid;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Soccer Manager (Europe) (En,Fr,De,Es);Soccer Manager;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Soccer Mania (Japan, USA);Soccer Mania;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
soccerss;Soccer Superstars;Arcade;;1994;;;;;;;;;;;;;;;;
Space Football - One on One (USA);Space Football: One on One;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Space Jam;Space Jam;Sony Playstation;;1996;;;;;;;;;;;;;;;;
spdball;Speed Ball: Contest at Neonworld;Arcade;;1985;;;;;;;;;;;;;;;;
speedspn;Speed Spin;Arcade;;1994;;;;;;;;;;;;;;;;
Speedball (E) (Mirrorsoft) [!];Speedball;Sega Master System;;1992;;;;;;;;;;;;;;;;
Speedball 2 (E) [!];Speedball 2;Sega Master System;;1992;;;;;;;;;;;;;;;;
Speedball 2 Evolution (USA);Speedball 2 Evolution;Sony PSP Minis;;2011;;;;;;;;;;;;;;;;
Speedball 2 - Brutal Deluxe (USA, Europe);Speedball 2: Brutal Deluxe;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
Speedball 2 - Brutal Deluxe (Europe) (En,Fr,De,Es,It);Speedball 2: Brutal Deluxe;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Speedball 2 - Brutal Deluxe (USA);Speedball 2: Brutal Deluxe;Sega Genesis;;1991;;;;;;;;;;;;;;;;
Speedball 2100;Speedball 2100;Sony Playstation;;2000;;;;;;;;;;;;;;;;
spiker;Spiker;Arcade;;1986;;;;;;;;;;;;;;;;
sprtauth;Sports Authority;Arcade;;1992;;;;;;;;;;;;;;;;
Sports Car GT;Sports Car GT;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Sports Illustrated Championship Football & Baseball (USA, Europe);Sports Illustrated Championship Football & Baseball;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
Sports Illustrated Championship Football & Baseball (USA);Sports Illustrated Championship Football & Baseball;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Sports Illustrated for Kids - The Ultimate Triple Dare! (USA);Sports Illustrated for Kids: The Ultimate Triple Dare!;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Sports Illustrated - Football & Baseball (USA);Sports Illustrated: Football & Baseball;Nintendo Game Boy;;1993;;;;;;;;;;;;;;;;
Sports Illustrated - Golf Classic (USA);Sports Illustrated: Golf Classic;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Sports Jam;Sports Jam;Sega Dreamcast;;2001;;;;;;;;;;;;;;;;
sprtmtch;Sports Match;Arcade;drgpunch;1989;;;;;;;;;;;;;;;;
Sports Superbike;Sports Superbike;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Sports Superbike 2;Sports Superbike 2;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Sports Talk Baseball (USA);Sports Talk Baseball;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Sports Trivia (USA, Europe);Sports Trivia;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
Sports Trivia - Championship Edition (USA, Europe);Sports Trivia: Championship Edition;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
ar_bowl;SportTime Bowling;Arcade;;1988;;;;;;;;;;;;;;;;
ar_airh;SportTime Table Hockey;Arcade;;1988;;;;;;;;;;;;;;;;
squash;Squash;Arcade;;1992;;;;;;;;;;;;;;;;
SSX 3 (USA, Europe);SSX 3;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;;;;;
SSX Tricky (USA, Europe) (En,Fr,De);SSX Tricky;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Stadium Events (USA);Stadium Events;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
stadhero;Stadium Hero;Arcade;;1988;;;;;;;;;;;;;;;;
stadhr96;Stadium Hero '96;Arcade;;1996;;;;;;;;;;;;;;;;
stakwin;Stakes Winner;Arcade;;1995;;;;;;;;;;;;;;;;
stakwin2;Stakes Winner 2;Arcade;;1996;;;;;;;;;;;;;;;;
sss;Steep Slope Sliders;Arcade;;1998;;;;;;;;;;;;;;;;
Sterling Sharpe - End 2 End (USA);Sterling Sharpe: End 2 End;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
stonebal;Stone Ball;Arcade;;1994;;;;;;;;;;;;;;;;
stratab;Strata Bowling;Arcade;;1990;;;;;;;;;;;;;;;;
Streak Hoverboard Racing;Streak Hoverboard Racing;Sony Playstation;;1999;;;;;;;;;;;;;;;;
sfootbal;Street Football;Arcade;;1986;;;;;;;;;;;;;;;;
Street Hockey '95 (USA);Street Hockey '95;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
strhoop;Street Hoop;Arcade;;1994;;;;;;;;;;;;;;;;
Street Sk8ter;Street Sk8ter;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Street Sk8ter 2;Street Sk8ter 2;Sony Playstation;;2000;;;;;;;;;;;;;;;;
strnskil;Strength & Skill;Arcade;;1984;;;;;;;;;;;;;;;;
sbowling;Strike Bowling;Arcade;;1982;;;;;;;;;;;;;;;;
strkzone;Strike Zone Baseball;Arcade;;1988;;;;;;;;;;;;;;;;
Striker (Europe);Striker;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Striker 96;Striker 96;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Striker Pro 2000;Striker Pro 2000;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
scessjoe;Success Joe;Arcade;;1990;;;;;;;;;;;;;;;;
Summer Challenge (USA, Europe);Summer Challenge;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Super Baseball 2020 (USA, Europe);Super Baseball 2020;Sega Genesis;;1994;;;;;;;;;;;;;;;;
dblplay;Super Baseball Double Play Home Run Derby;Arcade;;1987;;;;;;;;;;;;;;;;
Super Baseball Simulator 1.000 (USA);Super Baseball Simulator 1.000;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Super Bases Loaded (USA);Super Bases Loaded;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Super Bases Loaded 3 - License to Steal (USA);Super Bases Loaded 3: License to Steal;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Super Bases Loaded II (USA);Super Bases Loaded II;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
sbasketb;Super Basketball;Arcade;;1984;;;;;;;;;;;;;;;;
Super Batter Up (USA);Super Batter Up;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Super Black Bass (USA);Super Black Bass;Nintendo Game Boy;;1998;;;;;;;;;;;;;;;;
Super Black Bass (USA);Super Black Bass;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Super Bowling (USA);Super Bowling;Nintendo 64;;2001;;;;;;;;;;;;;;;;
Super Bowling (USA);Super Bowling;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
sbasebal;Super Champion Baseball;Arcade;;1989;;;;;;;;;;;;;;;;
Super Copa (Brazil);Super Copa;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
suprgolf;Super Crowns Golf;Arcade;;1989;;;;;;;;;;;;;;;;
scfinals;Super Cup Finals;Arcade;;1993;;;;;;;;;;;;;;;;
sdodgeb;Super Dodge Ball;Arcade;;1996;;;;;;;;;;;;;;;;
spdodgeb;Super Dodge Ball;Arcade;;1987;;;;;;;;;;;;;;;;
Super Dodge Ball (USA);Super Dodge Ball;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
csdtenis;Super Doubles Tennis;Arcade;;1983;;;;;;;;;;;;;;;;
sdtennis;Super Doubles Tennis;Arcade;;1983;;;;;;;;;;;;;;;;
speglsht;Super Eagle Shot;Arcade;;1994;;;;;;;;;;;;;;;;
sfchamp;Super Football Champ;Arcade;;1995;;;;;;;;;;;;;;;;
Super Football Champ;Super Football Champ;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Super Goal! 2 (USA);Super Goal! 2;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
shimpact;Super High Impact;Arcade;;1991;;;;;;;;;;;;;;;;
Super High Impact (USA);Super High Impact;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Super High Impact (USA);Super High Impact;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Super Ice Hockey (Europe);Super Ice Hockey;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Super International Cricket (Europe);Super International Cricket;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Super Kick Off (Europe) (En,Fr,De,It,Nl);Super Kick Off;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
Super Kick Off (Europe);Super Kick Off;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Super Kick Off (UE) [!];Super Kick Off;Sega Master System;;1991;;;;;;;;;;;;;;;;
suprleag;Super League;Arcade;;1987;;;;;;;;;;;;;;;;
sgmast;Super Masters Golf;Arcade;;1989;;;;;;;;;;;;;;;;
Super Match Soccer;Super Match Soccer;Sony Playstation;;2001;;;;;;;;;;;;;;;;
smbomb;Super Muscle Bomber The International Blowout;Arcade;ringdest;1994;;;;;;;;;;;;;;;;
Super Play Action Football (USA);Super Play Action Football;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
spool3;Super Pool III;Arcade;pcktgal;1989;;;;;;;;;;;;;;;;
spnchout;Super Punch-Out!!;Arcade;;1984;;;;;;;;;;;;;;;;
Super Punch-Out!! (USA);Super Punch-Out!!;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Super R.B.I. Baseball (USA);Super R.B.I. Baseball;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
mt_srbb;Super Real Basketball;Arcade;;1989;;;;;;;;;;;;;;;;
Super Shot Soccer;Super Shot Soccer;Sony Playstation;;2002;;;;;;;;;;;;;;;;
ssideki;Super Sidekicks;Arcade;;1992;;;;;;;;;;;;;;;;
ssideki2;Super Sidekicks 2: The World Championship;Arcade;;1994;;;;;;;;;;;;;;;;
ssideki3;Super Sidekicks 3: The Next Glory;Arcade;;1995;;;;;;;;;;;;;;;;
sslam;Super Slam;Arcade;;1993;;;;;;;;;;;;;;;;
Super Slam Dunk (USA);Super Slam Dunk;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Super Slap Shot (USA);Super Slap Shot;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
nss_ssoc;Super Soccer;Arcade;;1992;;;;;;;;;;;;;;;;
Super Soccer (USA);Super Soccer;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Super Soccer Champ (USA);Super Soccer Champ;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Super Spike V'Ball (USA);Super Spike V'Ball;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Super Team Games (USA);Super Team Games;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
nss_sten;Super Tennis;Arcade;;1991;;;;;;;;;;;;;;;;
Super Tennis (UE) [!];Super Tennis;Sega Master System;;1986;;;;;;;;;;;;;;;;
Super Tennis (USA);Super Tennis;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
svf;Super Visual Football European Sega Cup;Arcade;;1994;;;;;;;;;;;;;;;;
svs;Super Visual Soccer Sega Cup;Arcade;svf;1994;;;;;;;;;;;;;;;;
svolly91;Super Volley '91;Arcade;pspikes;1991;;;;;;;;;;;;;;;;
Super Volley Ball (USA);Super Volley Ball;Sega Genesis;;1991;;;;;;;;;;;;;;;;
svolleyu;Super Volleyball;Arcade;svolley;1989;;;;;;;;;;;;;;;;
swcourt;Super World Court;Arcade;;1992;;;;;;;;;;;;;;;;
sws;Super World Stadium;Arcade;;1992;;;;;;;;;;;;;;;;
sws92;Super World Stadium '92;Arcade;;1992;;;;;;;;;;;;;;;;
sws93;Super World Stadium '93;Arcade;;1993;;;;;;;;;;;;;;;;
sws95;Super World Stadium '95;Arcade;;1995;;;;;;;;;;;;;;;;
sws96;Super World Stadium '96;Arcade;;1996;;;;;;;;;;;;;;;;
sws97;Super World Stadium '97;Arcade;;1997;;;;;;;;;;;;;;;;
sws98;Super World Stadium '98;Arcade;;1998;;;;;;;;;;;;;;;;
sws99;Super World Stadium '99;Arcade;;1999;;;;;;;;;;;;;;;;
Superbike Masters;Superbike Masters;Sony Playstation;;2000;;;;;;;;;;;;;;;;
SuperCross Circuit;SuperCross Circuit;Sony Playstation;;1999;;;;;;;;;;;;;;;;
surfplnt;Surf Planet;Arcade;;1997;;;;;;;;;;;;;;;;
Surf Riders;Surf Riders;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Sven-Goeran Eriksson's World Challenge;Sven-Goeran Eriksson's World Challenge;Sony Playstation;;2002;;;;;;;;;;;;;;;;
swimmer;Swimmer;Arcade;;1982;;;;;;;;;;;;;;;;
Sydney 2000;Sydney 2000;Sony Playstation;;2000;;;;;;;;;;;;;;;;
ssozumo;Syusse Oozumou;Arcade;;1984;;;;;;;;;;;;;;;;
tagteam;Tag Team Wrestling;Arcade;bigprowr;1983;;;;;;;;;;;;;;;;
Tag Team Wrestling (USA);Tag Team Wrestling;Nintendo Entertainment System;;1986;;;;;;;;;;;;;;;;
cupfinal;Taito Cup Finals;Arcade;;1993;;;;;;;;;;;;;;;;
pwrgoal;Taito Power Goal;Arcade;;1994;;;;;;;;;;;;;;;;
