#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Super Soccer (1975);Super Soccer (1975);Visual Pinball;;;;;2;;;;;;;Super Soccer;;;;;;
Superman (1979);Superman (1979);Visual Pinball;;;;;;;;;;;;Superman;;;;;;
Sure Shot (1981);Sure Shot (1981);Visual Pinball;;;;;;;;;;;;;;;;;;
Surfer (1976);Surfer (1976);Visual Pinball;;;;;;;;;;;;;;;;;;
T2 Judgement Day (1991);T2 Judgement Day (1991);Visual Pinball;;;;;;;;;;;;;;;;;;
Tales from the Crypt (1993);Tales from the Crypt (1993);Visual Pinball;;;;;;;;;;;;;;;;;;
Tales of the Arabian Nights (1996);Tales of the Arabian Nights (1996);Visual Pinball;;;;;1;;;;;;;Tales of the Arabian Nights;;;;;;
Target Alpha (1976);Target Alpha (1976);Visual Pinball;;;;;;;;;;;;;;;;;;
Taxi (1988);Taxi (1988);Visual Pinball;;;;;1;;;;;;;Taxi;;;;;;
Tee'd Off (1993);Tee'd Off (1993);Visual Pinball;;;;;;;;;;;;Tee'd Off;;;;;;
The Machine - Bride Of Pinbot (1991);The Machine - Bride Of Pinbot (1991);Visual Pinball;;;;;;;;;;;;;;;;;;
The Addams Family (Bally 1992);The Addams Family (Bally 1992);Visual Pinball;;;;;1;;;;;;;The Addams Family;;;;;;
The Addams Family Gold (Williams 1994);The Addams Family Gold (Williams 1994);Visual Pinball;;;;;;;;;;;;;;;;;;
Theatre of Magic (1995);Theatre of Magic (1995);Visual Pinball;;;;;;;;;;;;;;;;;;
The Avengers (2012);The Avengers (2012);Visual Pinball;;;;;;;;;;;;;;;;;;
The Last of Us (2018);The Last of Us (2018);Visual Pinball;;;;;1;;;;;;;The Last of Us;;;;;;
The Sopranos (2005);The Sopranos (2005);Visual Pinball;;;;;;;;;;;;;;;;;;
Time Machine (1988);Time Machine (1988);Visual Pinball;;;;;1;;;;;;;Time Machine;;;;;;
Titan (1981);Titan (1981);Visual Pinball;;;;;1;;;;;;;Titan;;;;;;
Tommy (1994);Tommy (1994);Visual Pinball;;;;;;;;;;;;;;;;;;
Top Score (1975);Top Score (1975);Visual Pinball;;;;;;;;;;;;;;;;;;
Transformers (2001);Transformers (2001);Visual Pinball;;;;;1;;;;;;;Transformers;;;;;;
Tri Zone (1979);Tri Zone (1979);Visual Pinball;;;;;;;;;;;;;;;;;;
Trident (1979);Trident (1979);Visual Pinball;;;;;;;;;;;;;;;;;;
Triple Strike (1975);Triple Strike (1975);Visual Pinball;;;;;;;;;;;;;;;;;;
TRON-Classic (Original 2018);TRON-Classic (Original 2018);Visual Pinball;;;;;;;;;;;;;;;;;;
Twilight Zone (1993);Twilight Zone (1993);Visual Pinball;;;;;;;;;;;;;;;;;;
Twister (1996);Twister (1996);Visual Pinball;;;;;;;;;;;;;;;;;;
Vegas (1990);Vegas (1990);Visual Pinball;;;;;;;;;;;;;;;;;;
Vernes World (1996);Vernes World (1996);Visual Pinball;;;;;;;;;;;;;;;;;;
Viper (1981);Viper (1981);Visual Pinball;;;;;1;;;;;;;Viper;;;;;;
Volley (1976);Volley (1976);Visual Pinball;;;;;;;;;;;;;;;;;;
Voltan Escapes Cosmic Doom (1978);Voltan Escapes Cosmic Doom (1978);Visual Pinball;;;;;;;;;;;;;;;;;;
Vortex (1982);Vortex (1982);Visual Pinball;;;;;1;;;;;;;Vortex;;;;;;
WWF Royal Rumble (1994);WWF Royal Rumble (1994);Visual Pinball;;;;;;;;;;;;WWF Royal Rumble;;;;;;
The Walking Dead (2014);The Walking Dead (2014);Visual Pinball;;;;;;;;;;;;;;;;;;
The Web (1996);The Web (1996);Visual Pinball;;;;;;;;;;;;;;;;;;
Whirlwind (1990);Whirlwind (1990);Visual Pinball;;;;;;;;;;;;;;;;;;
White Water (1993);White Water (1993);Visual Pinball;;;;;1;;;;;;;White Water!;;;;;;
World Cup (1978);World Cup (1978);Visual Pinball;;;;;1;;;;;;;world cup;;;;;;
The X Files (1997);The X Files (1997);Visual Pinball;;;;;1;;;;;;;The X-Files;;;;;;
X-Men LE (2012);X-Men LE (2012);Visual Pinball;;;;;;;;;;;;;;;;;;
Xenon (1980);Xenon (1980);Visual Pinball;;;;;;;;;;;;Xenon;;;;;;
Zarza (1982);Zarza (1982);Visual Pinball;;;;;;;;;;;;;;;;;;
Zip-A-Doo (1970);Zip-A-Doo (1970);Visual Pinball;;;;;;;;;;;;;;;;;;
