#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Golgo 13 - Top Secret Episode (USA);Golgo 13: Top Secret Episode;Nintendo Entertainment System;;1988;;;;;;;;;;;;
Goof Troop (USA);Goof Troop;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Greendog (USA, Europe);Greendog;Sega Game Gear;;1993;;;;;;;;;;;;
Greendog - The Beached Surfer Dude ! (USA, Europe);Greendog: The Beached Surfer Dude!;Sega Genesis;;1992;;;;;;;;;;;;
Guardian's Crusade;Guardian's Crusade;Sony Playstation;;1998;;;;;;;;;;;;
Hakuoki - Warriors of The Shinsengumi;Hakuoki: Warriors of The Shinsengumi;Sony PSP;;2012;;;;;;;;;;;;
Hamtaro - Ham-Ham Heartbreak (USA);Hamtaro: Ham-Ham Heartbreak;Nintendo Game Boy Advance;;2003;;;;;;;;;;;;
Hamtaro - Ham-Hams Unite! (USA);Hamtaro: Ham-Hams Unite!;Nintendo Game Boy Color;;2002;;;;;;;;;;;;
Harley's Humongous Adventure (USA);Harley's Humongous Adventure;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Hellboy - The Science of Evil;Hellboy: The Science of Evil;Sony PSP;;2008;;;;;;;;;;;;
Hello Kitty - Happy Party Pals (USA);Hello Kitty: Happy Party Pals;Nintendo Game Boy Advance;;2005;;;;;;;;;;;;
Herc's Adventures;Herc's Adventures;Sony Playstation;;1997;;;;;;;;;;;;
Hercules - The Legendary Journeys (USA);Hercules: The Legendary Journeys;Nintendo 64;;2000;;;;;;;;;;;;
High Seas Havoc (USA);High Seas Havoc;Sega Genesis;;1993;;;;;;;;;;;;
Hook (USA);Hook;Nintendo Game Boy;;1992;;;;;;;;;;;;
Hybrid Heaven (USA);Hybrid Heaven;Nintendo 64;;1999;;;;;;;;;;;;
Illusion of Gaia (USA);Illusion of Gaia;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Illusion of Time;Illusion of Time;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Incredible Crisis;Incredible Crisis;Sony Playstation;;2000;;;;;;;;;;;;
Indiana Jones and the Infernal Machine (USA);Indiana Jones and the Infernal Machine;Nintendo 64;;2000;;;;;;;;;;;;
Indiana Jones and the Infernal Machine (USA, Europe) (En,Fr,De);Indiana Jones and the Infernal Machine;Nintendo Game Boy Color;;2001;;;;;;;;;;;;
Infiltrator (USA);Infiltrator;Nintendo Entertainment System;;1990;;;;;;;;;;;;
Inspector Gadget - Gadget's Crazy Maze;Inspector Gadget: Gadget's Crazy Maze;Sony Playstation;;2001;;;;;;;;;;;;
Instruments of Chaos Starring Young Indiana Jones (USA);Instruments of Chaos Starring Young Indiana Jones;Sega Genesis;;1994;;;;;;;;;;;;
Ironsword - Wizards & Warriors II (USA);Ironsword: Wizards & Warriors II;Nintendo Entertainment System;;1989;;;;;;;;;;;;
Jackie Chan Adventures - Legend of the Darkhand (USA, Europe);Jackie Chan Adventures: Legend of the Darkhand;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;
Jade Cocoon - La Leyenda de Tamamayu;Jade Cocoon: La Leyenda de Tamamayu;Sony Playstation;;1998;;;;;;;;;;;;
James Bond Jr (USA);James Bond Jr;Nintendo Entertainment System;;1992;;;;;;;;;;;;
Journey to Silius (USA);Journey to Silius;Nintendo Entertainment System;;1990;;;;;;;;;;;;
