#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Crush 3D (Europe) (En,Fr,De,Es,It) Decrypted;Crush 3D (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Cubic Ninja (Europe) (En,Fr,De,Es,It,Nl) Decrypted;Cubic Ninja (Europe) (En,Fr,De,Es,It,Nl) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Cubic Ninja;;;;;;
Cubit The Hardcore Platformer Robot;Cubit The Hardcore Platformer Robot;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Dead or Alive - Dimensions (Europe) (En,Ja,Fr,De,Es,It) Decrypted;Dead or Alive - Dimensions (Europe) (En,Ja,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Dead or Alive: Dimensions;;;;;;
Dementium Remastered;Dementium Remastered;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Donkey Kong Country Returns 3D (Europe) (En,Fr,De,Es,It) Decrypted;Donkey Kong Country Returns 3D (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Donkey Kong Country Returns 3D;;;;;;
Dragon Ball Z - Extreme Butoden (Europe) (En,Fr,De,Es,It) Decrypted;Dragon Ball Z - Extreme Butoden (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Dragon Ball Fusions;Dragon Ball Fusions;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Disney Epic Mickey - Power of Illusion;Disney Epic Mickey - Power of Illusion;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Disney Infinity;Disney Infinity;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Edge;Edge;Nintendo 3DS;;;;;;;;;;;;;;;;;;
