#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Generator Rex - Agent of Providence (EU);Generator Rex - Agent of Providence (EU);Nintendo Wii;;;;;;;;;;;;Generator Rex: Agent of Providence;;;;;;
Geometry Wars - Galaxies (EU);Geometry Wars - Galaxies (EU);Nintendo Wii;;;;;1;;;;;;;Geometry Wars: Galaxies;;;;;;
George of the Jungle - Search for the Secret (EU);George of the Jungle - Search for the Secret (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Glacier 3 (EU);Glacier 3 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Go Diego Go! Great Dinosaur Rescue (EU);Go Diego Go! Great Dinosaur Rescue (EU);Nintendo Wii;;;;;1;;;;;;;Go, Diego, Go: Great Dinosaur Rescue;;;;;;
Go Vacation (EU);Go Vacation (EU);Nintendo Wii;;;;;4;;;;;;;Go Vacation;;;;;;
Go West - A Lucky Luke Adventure (EU);Go West - A Lucky Luke Adventure (EU);Nintendo Wii;;;;;4;;;;;;;Go West! A Lucky Luke Adventure;;;;;;
The Godfather - Blackhand Edition (EU);The Godfather - Blackhand Edition (EU);Nintendo Wii;;;;;1;;;;;;;The Godfather: Blackhand Edition;;;;;;
Godzilla Unleashed (EU);Godzilla Unleashed (EU);Nintendo Wii;;;;;2;;;;;;;Godzilla: Unleashed;;;;;;
The Golden Compass (EU);The Golden Compass (EU);Nintendo Wii;;;;;;;;;;;;The Golden Compass;;;;;;
Goosebumps - HorrorLand (EU);Goosebumps - HorrorLand (EU);Nintendo Wii;;;;;1;;;;;;;Goosebumps HorrorLand;;;;;;
Gottlieb Pinball Classics (EU);Gottlieb Pinball Classics (EU);Nintendo Wii;;;;;;;;;;;;Gottlieb Pinball Classics;;;;;;
Grand Slam Tennis (EU);Grand Slam Tennis (EU);Nintendo Wii;;;;;4;;;;;;;Grand Slam Tennis;;;;;;
Green Lantern - Rise of the Manhunters (EU);Green Lantern - Rise of the Manhunters (EU);Nintendo Wii;;;;;1;;;;;;;Green Lantern: Rise of the Manhunters;;;;;;
The Grim Adventures of Billy and Mandy (EU);The Grim Adventures of Billy and Mandy (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Guilty Gear XX - Accent Core (EU);Guilty Gear XX - Accent Core (EU);Nintendo Wii;;;;;;;;;;;;Guilty Gear XX Accent Core;;;;;;
Guilty Gear XX - Accent Core Plus (EU);Guilty Gear XX - Accent Core Plus (EU);Nintendo Wii;;;;;;;;;;;;Guilty Gear XX Accent Core Plus;;;;;;
Guinness World Records - The Videogame (EU);Guinness World Records - The Videogame (EU);Nintendo Wii;;;;;4;;;;;;;Guinness World Records: The Videogame;;;;;;
Hamster Heroes (EU);Hamster Heroes (EU);Nintendo Wii;;;;;1;;;;;;;Hamster Heroes;;;;;;
Happy Feet (EU);Happy Feet (EU);Nintendo Wii;;;;;1;;;;;;;Happy Feet;;;;;;
Happy Feet 2 (EU);Happy Feet 2 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
The Hardy Boys - The Hidden Theft (EU);The Hardy Boys - The Hidden Theft (EU);Nintendo Wii;;;;;1;;;;;;;The Hardy Boys: The Hidden Theft;;;;;;
Harry Potter and the Half-Blood Prince (EU);Harry Potter and the Half-Blood Prince (EU);Nintendo Wii;;;;;;;;;;;;Harry Potter and the Half-Blood Prince;;;;;;
Harry Potter and the Order of the Phoenix (EU);Harry Potter and the Order of the Phoenix (EU);Nintendo Wii;;;;;;;;;;;;Harry Potter and the Order of the Phoenix;;;;;;
Hasbro - Family Game Night (EU);Hasbro - Family Game Night (EU);Nintendo Wii;;;;;4;;;;;;;Hasbro Family Game Night;;;;;;
Hasbro - Family Game Night 2 (EU);Hasbro - Family Game Night 2 (EU);Nintendo Wii;;;;;4;;;;;;;Hasbro Family Game Night 2;;;;;;
Hasbro - Family Game Night 3 (EU);Hasbro - Family Game Night 3 (EU);Nintendo Wii;;;;;;;;;;;;Hasbro Family Game Night 3;;;;;;
Hasbro - Family Game Night 4 - The Game Show (EU);Hasbro - Family Game Night 4 - The Game Show (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Haunted House (EU);Haunted House (EU);Nintendo Wii;;;;;;;;;;;;Haunted House;;;;;;
Heathcliff - The Fast and the Furriest (EU);Heathcliff - The Fast and the Furriest (EU);Nintendo Wii;;;;;1;;;;;;;Heathcliff: The Fast and the Furriest;;;;;;
Heatseeker (EU);Heatseeker (EU);Nintendo Wii;;;;;;;;;;;;Heatseeker;;;;;;
Het Studio 100 Speeleiland (EU);Het Studio 100 Speeleiland (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Hidden Mysteries Titanic - Secrets of the Fateful Voyage (EU);Hidden Mysteries Titanic - Secrets of the Fateful Voyage (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Horrible Histories - Ruthless Romans (EU);Horrible Histories - Ruthless Romans (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Horrid Henry - Missions of Mischief (EU);Horrid Henry - Missions of Mischief (EU);Nintendo Wii;;;;;1;;;;;;;Horrid Henry: Missions of Mischief;;;;;;
Hot Wheels - Battle Force 5 (EU);Hot Wheels - Battle Force 5 (EU);Nintendo Wii;;;;;2;;;;;;;Hot Wheels: Battle Force 5;;;;;;
Hot Wheels - Beat That! (EU);Hot Wheels - Beat That! (EU);Nintendo Wii;;;;;2;;;;;;;Hot Wheels: Beat That!;;;;;;
Hot Wheels - Track Attack (EU);Hot Wheels - Track Attack (EU);Nintendo Wii;;;;;1;;;;;;;Hot Wheels: Track Attack;;;;;;
How to Train Your Dragon (EU);How to Train Your Dragon (EU);Nintendo Wii;;;;;;;;;;;;How to Train Your Dragon;;;;;;
How to Train Your Dragon 2 (EU);How to Train Your Dragon 2 (EU);Nintendo Wii;;;;;;;;;;;;How to Train Your Dragon 2;;;;;;
Hugo - Magic in the Troll Woods (EU);Hugo - Magic in the Troll Woods (EU);Nintendo Wii;;;;;1;;;;;;;Hugo: Magic In The Troll Woods;;;;;;
Hyper Fighters (EU);Hyper Fighters (EU);Nintendo Wii;;;;;2;;;;;;;Hyper Fighters;;;;;;
Ice Age 2 - The Meltdown (EU);Ice Age 2 - The Meltdown (EU);Nintendo Wii;;;;;1;;;;;;;Ice Age 2: The Meltdown;;;;;;
Ice Age 3 - Dawn of the Dinosaurs (EU);Ice Age 3 - Dawn of the Dinosaurs (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Ice Age 4 - Continental Drift - Artic Games (EU);Ice Age 4 - Continental Drift - Artic Games (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Igor - The Game (EU);Igor - The Game (EU);Nintendo Wii;;;;;;;;;;;;Igor the Game;;;;;;
Inazuma Eleven Strikers (EU);Inazuma Eleven Strikers (EU);Nintendo Wii;;;;;1;;;;;;;Inazuma Eleven Strikers;;;;;;
The Incredible Hulk (EU);The Incredible Hulk (EU);Nintendo Wii;;;;;1;;;;;;;The Incredible Hulk;;;;;;
Indiana Jones and the Staff of Kings (EU);Indiana Jones and the Staff of Kings (EU);Nintendo Wii;;;;;;;;;;;;Indiana Jones and the Staff of Kings;;;;;;
Iron Man (EU);Iron Man (EU);Nintendo Wii;;;;;;;;;;;;Iron Man;;;;;;
Iron Man 2 (EU);Iron Man 2 (EU);Nintendo Wii;;;;;;;;;;;;Iron Man 2;;;;;;
The Island of Dr. Frankenstein (EU);The Island of Dr. Frankenstein (EU);Nintendo Wii;;;;;;;;;;;;The Island of Dr. Frankenstein;;;;;;
Ivy The Kiwi (EU);Ivy The Kiwi (EU);Nintendo Wii;;;;;;;;;;;;Ivy the Kiwi;;;;;;
Jakers! Kart Racing (EU);Jakers! Kart Racing (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Jambo! Safari (EU);Jambo! Safari (EU);Nintendo Wii;;;;;1;;;;;;;Jambo Safari;;;;;;
James Camerons Avatar - The Game (EU);James Camerons Avatar - The Game (EU);Nintendo Wii;;;;;;;;;;;;James Cameron's Avatar: The Game;;;;;;
Jeep Thrills (EU);Jeep Thrills (EU);Nintendo Wii;;;;;;;;;;;;Jeep Thrills;;;;;;
Jelly Belly Ballistic Beans (EU);Jelly Belly Ballistic Beans (EU);Nintendo Wii;;;;;;;;;;;;Jelly Belly: Ballistic Beans;;;;;;
Jewel Master - Cradle of Rome (EU);Jewel Master - Cradle of Rome (EU);Nintendo Wii;;;;;1;;;;;;;Jewel Master: Cradle of Rome;;;;;;
Jumper - Griffins Story (EU);Jumper - Griffins Story (EU);Nintendo Wii;;;;;1;;;;;;;Jumper Griffin's Story;;;;;;
Jungle Kartz (EU);Jungle Kartz (EU);Nintendo Wii;;;;;4;;;;;;;Jungle Kartz (PAL);;;;;;
Kawasaki Jet Ski (EU);Kawasaki Jet Ski (EU);Nintendo Wii;;;;;;;;;;;;Kawasaki Jet Ski;;;;;;
Kawasaki Quad Bikes (EU);Kawasaki Quad Bikes (EU);Nintendo Wii;;;;;2;;;;;;;Kawasaki Quad Bikes;;;;;;
Kid Paddle - Lost in the Game (EU);Kid Paddle - Lost in the Game (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Kidz Sports - Basketball (EU);Kidz Sports - Basketball (EU);Nintendo Wii;;;;;1;;;;;;;Kidz Sports Basketball;;;;;;
Kidz Sports - Ice Hockey (EU);Kidz Sports - Ice Hockey (EU);Nintendo Wii;;;;;2;;;;;;;Kidz Sports: Ice Hockey;;;;;;
Kidz Sports - International Football (EU);Kidz Sports - International Football (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
King of Clubs (EU);King of Clubs (EU);Nintendo Wii;;;;;;;;;;;;King of Clubs;;;;;;
The King of Fighters Collection - The Orochi Saga (EU);The King of Fighters Collection - The Orochi Saga (EU);Nintendo Wii;;;;;2;;;;;;;The King of Fighters Collection: The Orochi Saga;;;;;;
Kirby's Return to Dreamland;Kirby's Return to Dreamland;Nintendo Wii;;;;;4;;;;;;;Kirby's Return To Dream Land;;;;;;
Kirbys Adventure Wii (EU);Kirbys Adventure Wii (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Kirbys Epic Yarn (EU);Kirbys Epic Yarn (EU);Nintendo Wii;;;;;2;;;;;;;Kirby's Epic Yarn;;;;;;
Klonoa (EU);Klonoa (EU);Nintendo Wii;;;;;1;;;;;;;Klonoa;;;;;;
The Kore Gang - Outvasion From Inner Earth (EU);The Kore Gang - Outvasion From Inner Earth (EU);Nintendo Wii;;;;;1;;;;;;;The Kore Gang: Outvasion from Inner Earth;;;;;;
Kororinpa (EU);Kororinpa (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Kung Fu Panda - Legendary Warriors (EU);Kung Fu Panda - Legendary Warriors (EU);Nintendo Wii;;;;;1;;;;;;;Kung Fu Panda: Legendary Warriors;;;;;;
Kung Fu Panda 2 (EU);Kung Fu Panda 2 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
LEGO Batman - The Videogame (EU);LEGO Batman - The Videogame (EU);Nintendo Wii;;;;;2;;;;;;;Lego Batman: The Videogame;;;;;;
LEGO Batman 2 - DC Super Heroes (EU);LEGO Batman 2 - DC Super Heroes (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Batman 2: DC Super Heroes;;;;;;
LEGO Harry Potter - Years 1-4 (EU);LEGO Harry Potter - Years 1-4 (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Harry Potter: Years 1-4;;;;;;
LEGO Harry Potter - Years 5-7 (EU);LEGO Harry Potter - Years 5-7 (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Harry Potter: Years 5-7;;;;;;
LEGO Indiana Jones - The Original Adventures (EU);LEGO Indiana Jones - The Original Adventures (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Indiana Jones: The Original Adventures;;;;;;
LEGO Indiana Jones 2 - The Adventure Continues (EU);LEGO Indiana Jones 2 - The Adventure Continues (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Indiana Jones 2: The Adventure Continues;;;;;;
LEGO Pirates of the Caribbean - The Video Game (EU);LEGO Pirates of the Caribbean - The Video Game (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Pirates of the Caribbean: The Video Game;;;;;;
LEGO Star Wars - The Complete Saga (EU);LEGO Star Wars - The Complete Saga (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Star Wars: The Complete Saga;;;;;;
LEGO Star Wars 3 - The Clone Wars (EU);LEGO Star Wars 3 - The Clone Wars (EU);Nintendo Wii;;;;;2;;;;;;;LEGO Star Wars III: The Clone Wars;;;;;;
LEGO The Lord of the Rings (EU);LEGO The Lord of the Rings (EU);Nintendo Wii;;;;;2;;;;;;;LEGO The Lord of the Rings;;;;;;
The Last Airbender (EU);The Last Airbender (EU);Nintendo Wii;;;;;;;;;;;;The Last Airbender;;;;;;
The Last Story (EU);The Last Story (EU);Nintendo Wii;;;;;4;;;;;;;The Last Story;;;;;;
Legend Of The Dragon (EU);Legend Of The Dragon (EU);Nintendo Wii;;;;;;;;;;;;Legend of the Dragon;;;;;;
Legend of Sayuki (EU);Legend of Sayuki (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
The Legend of Spyro - Dawn of the Dragon (EU);The Legend of Spyro - Dawn of the Dragon (EU);Nintendo Wii;;;;;1;;;;;;;The Legend of Spyro: Dawn of the Dragon;;;;;;
The Legend of Spyro - The Eternal Night (EU);The Legend of Spyro - The Eternal Night (EU);Nintendo Wii;;;;;1;;;;;;;The Legend of Spyro: The Eternal Night;;;;;;
The Legend of Zelda - Skyward Sword (EU);The Legend of Zelda - Skyward Sword (EU);Nintendo Wii;;;;;1;;;;;;;The Legend of Zelda: Skyward Sword;;;;;;
The Legend of Zelda Twilight Princess;The Legend of Zelda Twilight Princess;Nintendo Wii;;;;;1;;;;;;;The Legend of Zelda: Twilight Princess;;;;;;
Legend of the Guardians - The Owls of GaHoole (EU);Legend of the Guardians - The Owls of GaHoole (EU);Nintendo Wii;;;;;;;;;;;;Legend of the Guardians: The Owls of Ga'Hoole;;;;;;
Lets Party! (EU);Lets Party! (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Lets Tap (EU);Lets Tap (EU);Nintendo Wii;;;;;4;;;;;;;Let's TAP;;;;;;
Line Rider Freestyle (EU);Line Rider Freestyle (EU);Nintendo Wii;;;;;1;;;;;;;Line Rider Freestyle;;;;;;
Little Kings Story (EU);Little Kings Story (EU);Nintendo Wii;;;;;1;;;;;;;Little King's Story;;;;;;
Little League World Series Baseball 2008 (EU);Little League World Series Baseball 2008 (EU);Nintendo Wii;;;;;2;;;;;;;Little League World Series Baseball 2008;;;;;;
London Taxi - Rush Hour (EU);London Taxi - Rush Hour (EU);Nintendo Wii;;;;;1;;;;;;;London Taxi Rush Hour;;;;;;
Looney Tunes - Acme Arsenal (EU);Looney Tunes - Acme Arsenal (EU);Nintendo Wii;;;;;;;;;;;;Looney Tunes: Acme Arsenal;;;;;;
The Lord of the Rings - Aragorns Quest (EU);The Lord of the Rings - Aragorns Quest (EU);Nintendo Wii;;;;;;;;;;;;The Lord of the Rings: Aragorn's Quest;;;;;;
Lost in Blue - Shipwrecked (EU);Lost in Blue - Shipwrecked (EU);Nintendo Wii;;;;;;;;;;;;Lost in Blue: Shipwrecked;;;;;;
Luxor - Pharaohs Challenge (EU);Luxor - Pharaohs Challenge (EU);Nintendo Wii;;;;;1;;;;;;;Luxor: Pharaoh's Challenge;;;;;;
MX vs ATV - Untamed (EU);MX vs ATV - Untamed (EU);Nintendo Wii;;;;;8;;;;;;;MX vs. ATV: Untamed;;;;;;
Mad Tracks (EU);Mad Tracks (EU);Nintendo Wii;;;;;;;;;;;;Mad Tracks;;;;;;
MadWorld (EU);MadWorld (EU);Nintendo Wii;;;;;2;;;;;;;MadWorld;;;;;;
Madagascar 2 - Escape 2 Africa (EU);Madagascar 2 - Escape 2 Africa (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Madagascar 3 - Europes Most Wanted (EU);Madagascar 3 - Europes Most Wanted (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Madagascar Kartz (EU);Madagascar Kartz (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Madden NFL 10 (EU);Madden NFL 10 (EU);Nintendo Wii;;;;;;;;;;;;Madden NFL 10;;;;;;
Mahjongg Party (EU);Mahjongg Party (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Manhunt 2 (EU);Manhunt 2 (EU);Nintendo Wii;;;;;1;;;;;;;Manhunt 2;;;;;;
Marbles! Balance Challenge (EU);Marbles! Balance Challenge (EU);Nintendo Wii;;;;;2;;;;;;;Marbles! Balance Challenge;;;;;;
Mario & Sonic at the London 2012 Olympic Games;Mario & Sonic at the London 2012 Olympic Games;Nintendo Wii;;;;;4;;;;;;;Mario & Sonic at the London 2012 Olympic Games;;;;;;
Mario & Sonic at the Olympic Games;Mario & Sonic at the Olympic Games;Nintendo Wii;;;;;;;;;;;;Mario & Sonic at the Olympic Games;;;;;;
Mario & Sonic at the Olympic Winter Games;Mario & Sonic at the Olympic Winter Games;Nintendo Wii;;;;;;;;;;;;Mario & Sonic at the Olympic Winter Games;;;;;;
Mario Kart Wii;Mario Kart Wii;Nintendo Wii;;;;;4;;;;;;;Mario Kart Wii;;;;;;
Mario Party 8 (EU);Mario Party 8 (EU);Nintendo Wii;;;;;4;;;;;;;Mario Party 8;;;;;;
Mario Party 9 (EU);Mario Party 9 (EU);Nintendo Wii;;;;;4;;;;;;;Mario Party 9;;;;;;
Mario Power Tennis (EU);Mario Power Tennis (EU);Nintendo Wii;;;;;4;;;;;;;Mario Power Tennis;;;;;;
Mario Sports Mix (EU);Mario Sports Mix (EU);Nintendo Wii;;;;;;;;;;;;Mario Sports Mix;;;;;;
Mario Strikers Charged Football (EU);Mario Strikers Charged Football (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Mario and Sonic at the London 2012 Olympic Games (EU);Mario and Sonic at the London 2012 Olympic Games (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Marvel - Ultimate Alliance (EU);Marvel - Ultimate Alliance (EU);Nintendo Wii;;;;;4;;;;;;;Marvel Ultimate Alliance;;;;;;
Marvel - Ultimate Alliance 2 (EU);Marvel - Ultimate Alliance 2 (EU);Nintendo Wii;;;;;;;;;;;;Marvel: Ultimate Alliance 2;;;;;;
Marvel Super Hero Squad (EU);Marvel Super Hero Squad (EU);Nintendo Wii;;;;;;;;;;;;Marvel Super Hero Squad;;;;;;
Marvel Super Hero Squad - Comic Combat (EU);Marvel Super Hero Squad - Comic Combat (EU);Nintendo Wii;;;;;1;;;;;;;Marvel Super Hero Squad: Comic Combat;;;;;;
Marvel Super Hero Squad - The Infinity Gauntlet (EU);Marvel Super Hero Squad - The Infinity Gauntlet (EU);Nintendo Wii;;;;;2;;;;;;;Marvel Super Hero Squad: The Infinity Gauntlet;;;;;;
Marvel Super Heroes 3D - Grandmasters Challenge (EU);Marvel Super Heroes 3D - Grandmasters Challenge (EU);Nintendo Wii;;;;;;;;;;;;Marvel Super Heroes 3D: Grandmaster's Challenge;;;;;;
Max and the Magic Marker (EU);Max and the Magic Marker (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Medieval Games (EU);Medieval Games (EU);Nintendo Wii;;;;;4;;;;;;;Medieval Games;;;;;;
Meet The Robinsons (EU);Meet The Robinsons (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Megamind - Mega Team Unite (EU);Megamind - Mega Team Unite (EU);Nintendo Wii;;;;;4;;;;;;;MegaMind: Mega Team Unite;;;;;;
Mercury Meltdown Revolution (EU);Mercury Meltdown Revolution (EU);Nintendo Wii;;;;;;;;;;;;Mercury Meltdown Revolution;;;;;;
Metal Slug Anthology (EU);Metal Slug Anthology (EU);Nintendo Wii;;;;;4;;;;;;;Metal Slug Anthology;;;;;;
Metroid - Other M (EU);Metroid - Other M (EU);Nintendo Wii;;;;;1;;;;;;;Metroid: Other M;;;;;;
Mini Desktop Racing (EU);Mini Desktop Racing (EU);Nintendo Wii;;;;;2;;;;;;;Mini Desktop Racing;;;;;;
Mini Ninjas (EU);Mini Ninjas (EU);Nintendo Wii;;;;;1;;;;;;;Mini Ninjas;;;;;;
Monster 4x4 - Stunt Racer (EU);Monster 4x4 - Stunt Racer (EU);Nintendo Wii;;;;;4;;;;;;;Monster 4x4: Stunt Racer;;;;;;
Monster 4x4 - World Circuit (EU);Monster 4x4 - World Circuit (EU);Nintendo Wii;;;;;1;;;;;;;Monster 4x4 World Circuit;;;;;;
Monster High - 13 Wishes (EU);Monster High - 13 Wishes (EU);Nintendo Wii;;;;;;;;;;;;Monster High: 13 Wishes;;;;;;
Monster High - Skultimate Roller Maze (EU);Monster High - Skultimate Roller Maze (EU);Nintendo Wii;;;;;1;;;;;;;Monster High: Skultimate Roller Maze;;;;;;
Monster Hunter Tri (EU);Monster Hunter Tri (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Monster Jam (EU);Monster Jam (EU);Nintendo Wii;;;;;4;;;;;;;Monster Jam;;;;;;
Monster Jam - Path of Destruction (EU);Monster Jam - Path of Destruction (EU);Nintendo Wii;;;;;;;;;;;;Monster Jam: Path of Destruction;;;;;;
Monster Jam - Urban Assault (EU);Monster Jam - Urban Assault (EU);Nintendo Wii;;;;;4;;;;;;;Monster Jam: Urban Assault;;;;;;
Monster Lab (EU);Monster Lab (EU);Nintendo Wii;;;;;;;;;;;;Monster Lab;;;;;;
Monster Trucks - Ultra Mega Xtreme!!! (EU);Monster Trucks - Ultra Mega Xtreme!!! (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Monster Trux Arenas (EU);Monster Trux Arenas (EU);Nintendo Wii;;;;;2;;;;;;;Monster Trux: Arenas;;;;;;
Monster Trux Offroad (EU);Monster Trux Offroad (EU);Nintendo Wii;;;;;2;;;;;;;Monster Trux: Offroad;;;;;;
Monsters vs Aliens (EU);Monsters vs Aliens (EU);Nintendo Wii;;;;;;;;;;;;Monsters vs. Aliens;;;;;;
More Game Party (EU);More Game Party (EU);Nintendo Wii;;;;;4;;;;;;;More Game Party;;;;;;
Mortal Kombat - Armageddon (EU);Mortal Kombat - Armageddon (EU);Nintendo Wii;;;;;2;;;;;;;Mortal Kombat: Armageddon;;;;;;
Mountain Sports (EU);Mountain Sports (EU);Nintendo Wii;;;;;4;;;;;;;Mountain Sports;;;;;;
Movie Studios Party (EU);Movie Studios Party (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Mr Beans Wacky World of Wii (EU);Mr Beans Wacky World of Wii (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
The Mummy - Tomb of the Dragon Emperor (EU);The Mummy - Tomb of the Dragon Emperor (EU);Nintendo Wii;;;;;1;;;;;;;The Mummy: Tomb of the Dragon Emperor;;;;;;
The Munchables (EU);The Munchables (EU);Nintendo Wii;;;;;2;;;;;;;The Munchables;;;;;;
Muramasa - The Demon Blade (EU);Muramasa - The Demon Blade (EU);Nintendo Wii;;;;;1;;;;;;;Muramasa: The Demon Blade;;;;;;
Mushroom Men - The Spore Wars (EU);Mushroom Men - The Spore Wars (EU);Nintendo Wii;;;;;1;;;;;;;Mushroom Men: The Spore Wars;;;;;;
Mystery Case Files - The Malgrave Incident (EU);Mystery Case Files - The Malgrave Incident (EU);Nintendo Wii;;;;;4;;;;;;;Mystery Case Files: The Malgrave Incident;;;;;;
Myth Makers - Orbs of Doom (EU);Myth Makers - Orbs of Doom (EU);Nintendo Wii;;;;;4;;;;;;;Myth Makers Orbs of Doom;;;;;;
Myth Makers - Super Kart GP (EU);Myth Makers - Super Kart GP (EU);Nintendo Wii;;;;;4;;;;;;;Myth Makers: Super Kart GP;;;;;;
Myth Makers - Trixie in Toyland (EU);Myth Makers - Trixie in Toyland (EU);Nintendo Wii;;;;;;;;;;;;Myth Makers: Trixie in Toyland;;;;;;
NBA 2K12 (EU);NBA 2K12 (EU);Nintendo Wii;;;;;;;;;;;;NBA 2K12;;;;;;
NBA 2K13 (EU);NBA 2K13 (EU);Nintendo Wii;;;;;;;;;;;;NBA 2K13;;;;;;
NBA Jam (EU);NBA Jam (EU);Nintendo Wii;;;;;2;;;;;;;NBA Jam;;;;;;
NBA Live 08 (EU);NBA Live 08 (EU);Nintendo Wii;;;;;;;;;;;;NBA Live 08;;;;;;
NBA Live 09 All-Play (EU);NBA Live 09 All-Play (EU);Nintendo Wii;;;;;1;;;;;;;NBA Live 09 All-Play;;;;;;
NCIS - The Game (EU);NCIS - The Game (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
NHL 2K10 (EU);NHL 2K10 (EU);Nintendo Wii;;;;;4;;;;;;;NHL 2K10;;;;;;
NHL 2K9 (EU);NHL 2K9 (EU);Nintendo Wii;;;;;4;;;;;;;NHL 2K9;;;;;;
Namco Museum Remix (EU);Namco Museum Remix (EU);Nintendo Wii;;;;;4;;;;;;;Namco Museum Remix;;;;;;
Naruto - Clash of Ninja Revolution (EU);Naruto - Clash of Ninja Revolution (EU);Nintendo Wii;;;;;;;;;;;;Naruto: Clash of Ninja Revolution;;;;;;
Naruto - Clash of Ninja Revolution 2 (EU);Naruto - Clash of Ninja Revolution 2 (EU);Nintendo Wii;;;;;;;;;;;;Naruto: Clash of Ninja Revolution 2;;;;;;
Naruto Shippuden - Clash of Ninja Revolution 3 (EU);Naruto Shippuden - Clash of Ninja Revolution 3 (EU);Nintendo Wii;;;;;2;;;;;;;Naruto Shippuden: Clash of Ninja Revolution III;;;;;;
Naruto Shippuden - Dragon Blade Chronicles (EU);Naruto Shippuden - Dragon Blade Chronicles (EU);Nintendo Wii;;;;;1;;;;;;;Naruto Shippuden: Dragon Blade Chronicles;;;;;;
Nat Geo Quiz! Wild Life (EU);Nat Geo Quiz! Wild Life (EU);Nintendo Wii;;;;;4;;;;;;;Nat Geo Quiz! Wild Life;;;;;;
National Geographic Challenge! (EU);National Geographic Challenge! (EU);Nintendo Wii;;;;;;;;;;;;National Geographic Challenge!;;;;;;
Need for Speed - Carbon (EU);Need for Speed - Carbon (EU);Nintendo Wii;;;;;1;;;;;;;Need for Speed: Carbon;;;;;;
Need for Speed - Hot Pursuit (EU);Need for Speed - Hot Pursuit (EU);Nintendo Wii;;;;;;;;;;;;Need for Speed: Hot Pursuit;;;;;;
Need for Speed - Nitro (EU);Need for Speed - Nitro (EU);Nintendo Wii;;;;;;;;;;;;Need for Speed: Nitro;;;;;;
Need for Speed - ProStreet (EU);Need for Speed - ProStreet (EU);Nintendo Wii;;;;;1;;;;;;;Need for Speed: ProStreet;;;;;;
Need for Speed - The Run (EU);Need for Speed - The Run (EU);Nintendo Wii;;;;;;;;;;;;Need for Speed: The Run;;;;;;
Need for Speed - Undercover (EU);Need for Speed - Undercover (EU);Nintendo Wii;;;;;1;;;;;;;Need for Speed: Undercover;;;;;;
Neopets Puzzle Adventure (EU);Neopets Puzzle Adventure (EU);Nintendo Wii;;;;;;;;;;;;Neopets Puzzle Adventure;;;;;;
New Super Mario Bros;New Super Mario Bros;Nintendo Wii;;;;;4;;;;;;;New Super Mario Bros.;;;;;;
New Super Mario Bros Wii 2;New Super Mario Bros Wii 2;Nintendo Wii;;;;;;;;;;;;;;;;;;
NiGHTS - Journey of Dreams (EU);NiGHTS - Journey of Dreams (EU);Nintendo Wii;;;;;2;;;;;;;NiGHTS: Journey of Dreams;;;;;;
Nicktoons - Attack Of The Toybots (EU);Nicktoons - Attack Of The Toybots (EU);Nintendo Wii;;;;;1;;;;;;;Nicktoons: Attack of the Toybots;;;;;;
