#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Night at the Museum - Battle of the Smithsonian - The Video Game (EU);Night at the Museum - Battle of the Smithsonian - The Video Game (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Ninja Captains (EU);Ninja Captains (EU);Nintendo Wii;;;;;4;;;;;;;Ninja Captains;;;;;;
Ninjabread Man (EU);Ninjabread Man (EU);Nintendo Wii;;;;;1;;;;;;;Ninjabread Man;;;;;;
Nitro Bike (EU);Nitro Bike (EU);Nintendo Wii;;;;;4;;;;;;;Nitrobike;;;;;;
No More Heroes (EU);No More Heroes (EU);Nintendo Wii;;;;;1;;;;;;;No More Heroes;;;;;;
No More Heroes 2 - Desperate Struggle (EU);No More Heroes 2 - Desperate Struggle (EU);Nintendo Wii;;;;;1;;;;;;;No More Heroes 2: Desperate Struggle;;;;;;
Obscure 2 (EU);Obscure 2 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Off Road (EU);Off Road (EU);Nintendo Wii;;;;;2;;;;;;;Off Road - (PAL);;;;;;
Offroad Extreme! (EU);Offroad Extreme! (EU);Nintendo Wii;;;;;1;;;;;;;Offroad Extreme! (Special Edition);;;;;;
Okami (EU);Okami (EU);Nintendo Wii;;;;;1;;;;;;;Okami;;;;;;
One Piece Unlimited Cruise 1 - The Treasure Beneath the Waves (EU);One Piece Unlimited Cruise 1 - The Treasure Beneath the Waves (EU);Nintendo Wii;;;;;2;;;;;;;One Piece: Unlimited Cruise 1: The Treasure Beneath The Waves ;;;;;;
One Piece Unlimited Cruise 2 - Awakening of a Hero (EU);One Piece Unlimited Cruise 2 - Awakening of a Hero (EU);Nintendo Wii;;;;;1;;;;;;;One Piece: Unlimited Cruise 2: Awakening of a Hero;;;;;;
Onechanbara - Bikini Zombie Slayers (EU);Onechanbara - Bikini Zombie Slayers (EU);Nintendo Wii;;;;;2;;;;;;;Onechanbara: Bikini Zombie Slayers;;;;;;
Open Season (EU);Open Season (EU);Nintendo Wii;;;;;;;;;;;;Open Season;;;;;;
Opoona (EU);Opoona (EU);Nintendo Wii;;;;;1;;;;;;;Opoona;;;;;;
Overlord - Dark Legend (EU);Overlord - Dark Legend (EU);Nintendo Wii;;;;;;;;;;;;Overlord: Dark Legend;;;;;;
PDC World Championship Darts - Pro Tour (EU);PDC World Championship Darts - Pro Tour (EU);Nintendo Wii;;;;;1;;;;;;;PDC World Championship Darts Pro Tour;;;;;;
PDC World Championship Darts 2008 (EU);PDC World Championship Darts 2008 (EU);Nintendo Wii;;;;;;;;;;;;PDC World Championship Darts 2008;;;;;;
PDC World Championship Darts 2009 (EU);PDC World Championship Darts 2009 (EU);Nintendo Wii;;;;;2;;;;;;;PDC World Championship Darts 2009;;;;;;
Pac-Man Party (EU);Pac-Man Party (EU);Nintendo Wii;;;;;1;;;;;;;Pac-Man Party;;;;;;
Pandoras Tower (EU);Pandoras Tower (EU);Nintendo Wii;;;;;1;;;;;;;Pandora's Tower;;;;;;
Pangya! Golf With Style (EU);Pangya! Golf With Style (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Penguins of Madagascar (EU);Penguins of Madagascar (EU);Nintendo Wii;;;;;1;;;;;;;Penguins of Madagascar;;;;;;
The Penguins of Madagascar - Dr. Blowhole Returns Again! (EU);The Penguins of Madagascar - Dr. Blowhole Returns Again! (EU);Nintendo Wii;;;;;;;;;;;;The Penguins of Madagascar: Dr. Blowhole Returns - Again!;;;;;;
Peppa Pig - Fun and Games (EU);Peppa Pig - Fun and Games (EU);Nintendo Wii;;;;;;;;;;;;Peppa Pig: Fun and Games;;;;;;
Peppa Pig - The Game (EU);Peppa Pig - The Game (EU);Nintendo Wii;;;;;;;;;;;;Peppa Pig: The Game;;;;;;
Pet Vet - Marine Patrol (EU);Pet Vet - Marine Patrol (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Petanque Pro (EU);Petanque Pro (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Petz Monkey Madness (EU);Petz Monkey Madness (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Pheasants Forever (EU);Pheasants Forever (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Phineas and Ferb - Across the 2nd Dimension (EU);Phineas and Ferb - Across the 2nd Dimension (EU);Nintendo Wii;;;;;2;;;;;;;Phineas and Ferb: Across the 2nd Dimension;;;;;;
Phineas and Ferb - Quest for Cool Stuff (EU);Phineas and Ferb - Quest for Cool Stuff (EU);Nintendo Wii;;;;;;;;;;;;Phineas and Ferb: Quest for Cool Stuff;;;;;;
Pictionary (EU);Pictionary (EU);Nintendo Wii;;;;;1;;;;;;;Pictionary;;;;;;
Pikmin (EU);Pikmin (EU);Nintendo Wii;;;;;1;;;;;;;Pikmin;;;;;;
Pikmin 2 (EU);Pikmin 2 (EU);Nintendo Wii;;;;;2;;;;;;;Pikmin 2;;;;;;
Pimp My Ride (EU);Pimp My Ride (EU);Nintendo Wii;;;;;;;;;;;;Pimp My Ride;;;;;;
Pippa Funnell - Ranch Rescue (EU);Pippa Funnell - Ranch Rescue (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Pirate Blast (EU);Pirate Blast (EU);Nintendo Wii;;;;;4;;;;;;;Pirate Blast;;;;;;
Pirates - Hunt for Blackbeards Booty (EU);Pirates - Hunt for Blackbeards Booty (EU);Nintendo Wii;;;;;1;;;;;;;Pirates: Hunt for Blackbeard's Booty;;;;;;
Pirates Of The Caribbean - At Worlds End (EU);Pirates Of The Caribbean - At Worlds End (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Pitfall - The Big Adventure (EU);Pitfall - The Big Adventure (EU);Nintendo Wii;;;;;1;;;;;;;Pitfall: The Big Adventure;;;;;;
Planet 51 - The Game (EU);Planet 51 - The Game (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Planet Basket 2009 2010 (EU);Planet Basket 2009 2010 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Planet Rescue - Wildlife Vet (EU);Planet Rescue - Wildlife Vet (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Play Gardens (EU);Play Gardens (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Playmobil - Circus (EU);Playmobil - Circus (EU);Nintendo Wii;;;;;;;;;;;;Playmobil: Circus;;;;;;
Pocoyo Racing (EU);Pocoyo Racing (EU);Nintendo Wii;;;;;4;;;;;;;Pocoyo Racing;;;;;;
PokePark 2 - Wonders Beyond (EU);PokePark 2 - Wonders Beyond (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
PokePark Wii - Pikachus Adventure (EU);PokePark Wii - Pikachus Adventure (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Pokemon Battle Revolution (EU);Pokemon Battle Revolution (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Pool Hall Pro (EU);Pool Hall Pro (EU);Nintendo Wii;;;;;4;;;;;;;Pool Hall Pro;;;;;;
Pool Party (EU);Pool Party (EU);Nintendo Wii;;;;;4;;;;;;;Pool Party;;;;;;
Popn Rhythm (EU);Popn Rhythm (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Prince of Persia - Rival Swords (EU);Prince of Persia - Rival Swords (EU);Nintendo Wii;;;;;1;;;;;;;Prince of Persia Rival Swords;;;;;;
Prince of Persia - The Forgotten Sands (EU);Prince of Persia - The Forgotten Sands (EU);Nintendo Wii;;;;;;;;;;;;Prince of Persia: The Forgotten Sands;;;;;;
Princess Isabella - A Witchs Curse (EU);Princess Isabella - A Witchs Curse (EU);Nintendo Wii;;;;;1;;;;;;;Princess Isabella: A Witch's Curse;;;;;;
Princess Lillifees Magic Fairy (EU);Princess Lillifees Magic Fairy (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Pro Evolution Soccer 2012 (EU);Pro Evolution Soccer 2012 (EU);Nintendo Wii;;;;;4;;;;;;;Pro Evolution Soccer 2012;;;;;;
Pro Evolution Soccer 2013 (EU);Pro Evolution Soccer 2013 (EU);Nintendo Wii;;;;;2;;;;;;;Pro Evolution Soccer 2013;;;;;;
Professor Heinz Wolffs Gravity (EU);Professor Heinz Wolffs Gravity (EU);Nintendo Wii;;;;;1;;;;;;;Professor Heinz Wolff's Gravity;;;;;;
Project Runway (EU);Project Runway (EU);Nintendo Wii;;;;;;;;;;;;Project Runway;;;;;;
Punch-Out!! (EU);Punch-Out!! (EU);Nintendo Wii;;;;;1;;;;;;;Punch-Out!!;;;;;;
Puppy Luv - Your New Best Friend (EU);Puppy Luv - Your New Best Friend (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Purr Pals (EU);Purr Pals (EU);Nintendo Wii;;;;;1;;;;;;;Purr Pals;;;;;;
Puss in Boots (EU);Puss in Boots (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Puzzle Kingdoms (EU);Puzzle Kingdoms (EU);Nintendo Wii;;;;;1;;;;;;;Puzzle Kingdoms;;;;;;
Puzzle Quest - Challenge of the Warlords (EU);Puzzle Quest - Challenge of the Warlords (EU);Nintendo Wii;;;;;1;;;;;;;Puzzle Quest: Challenge of the Warlords;;;;;;
Puzzler Collection (EU);Puzzler Collection (EU);Nintendo Wii;;;;;;;;;;;;Puzzler Collection;;;;;;
Quiz Party (EU);Quiz Party (EU);Nintendo Wii;;;;;1;;;;;;;Quiz Party (PAL);;;;;;
RTL Biathlon 2009 (EU);RTL Biathlon 2009 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Rabbids Go Home (EU);Rabbids Go Home (EU);Nintendo Wii;;;;;2;;;;;;;Rabbids Go Home;;;;;;
Racket Sports Party (EU);Racket Sports Party (EU);Nintendo Wii;;;;;4;;;;;;;Racket Sports Party (PAL);;;;;;
Rally Racer (EU);Rally Racer (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Rampage - Total Destruction (EU);Rampage - Total Destruction (EU);Nintendo Wii;;;;;2;;;;;;;Rampage: Total Destruction;;;;;;
Ratatouille (EU);Ratatouille (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Raving Rabbids - Travel in Time (EU);Raving Rabbids - Travel in Time (EU);Nintendo Wii;;;;;;;;;;;;Raving Rabbids: Travel in Time;;;;;;
Rayman Origins (EU);Rayman Origins (EU);Nintendo Wii;;;;;4;;;;;;;Rayman Origins;;;;;;
Rayman Raving Rabbids (EU);Rayman Raving Rabbids (EU);Nintendo Wii;;;;;4;;;;;;;Rayman Raving Rabbids;;;;;;
Rayman Raving Rabbids 2 (EU);Rayman Raving Rabbids 2 (EU);Nintendo Wii;;;;;;;;;;;;Rayman Raving Rabbids 2;;;;;;
Ready 2 Rumble Revolution (EU);Ready 2 Rumble Revolution (EU);Nintendo Wii;;;;;2;;;;;;;Ready 2 Rumble: Revolution;;;;;;
Real Madrid The Game (EU);Real Madrid The Game (EU);Nintendo Wii;;;;;2;;;;;;;Real Madrid The game;;;;;;
Rebel Raiders - Operation Nighthawk (EU);Rebel Raiders - Operation Nighthawk (EU);Nintendo Wii;;;;;1;;;;;;;Rebel Raiders: Operation Nighthawk;;;;;;
Resident Evil Archives - Resident Evil (EU);Resident Evil Archives - Resident Evil (EU);Nintendo Wii;;;;;;;;;;;;Resident Evil Archives: Resident Evil;;;;;;
Resident Evil Archives - Resident Evil Zero (EU);Resident Evil Archives - Resident Evil Zero (EU);Nintendo Wii;;;;;1;;;;;;;Resident Evil Archives: Resident Evil Zero;;;;;;
Rig Racer 2 (EU);Rig Racer 2 (EU);Nintendo Wii;;;;;2;;;;;;;Rig Racer 2;;;;;;
Rio (EU);Rio (EU);Nintendo Wii;;;;;4;;;;;;;Rio;;;;;;
Rise of the Guardians (EU);Rise of the Guardians (EU);Nintendo Wii;;;;;;;;;;;;Rise of the Guardians;;;;;;
Rock N Roll Adventures (EU);Rock N Roll Adventures (EU);Nintendo Wii;;;;;1;;;;;;;Rock N Roll Adventures;;;;;;
Rockstar Games Presents - Table Tennis (EU);Rockstar Games Presents - Table Tennis (EU);Nintendo Wii;;;;;2;;;;;;;Rockstar Games presents Table Tennis;;;;;;
Rodea the Sky Soldier (EU);Rodea the Sky Soldier (EU);Nintendo Wii;;;;;1;;;;;;;Rodea: The Sky Soldier;;;;;;
Runaway - The Dream of the Turtle (EU);Runaway - The Dream of the Turtle (EU);Nintendo Wii;;;;;1;;;;;;;Runaway: The Dream of the Turtle;;;;;;
Rune Factory - Frontier (EU);Rune Factory - Frontier (EU);Nintendo Wii;;;;;1;;;;;;;Rune Factory Frontier;;;;;;
Rygar - The Battle of Argus (EU);Rygar - The Battle of Argus (EU);Nintendo Wii;;;;;1;;;;;;;Rygar: The Battle of Argus;;;;;;
SEGA Superstars Tennis (EU);SEGA Superstars Tennis (EU);Nintendo Wii;;;;;4;;;;;;;Sega Superstars Tennis;;;;;;
SNK Arcade Classics Volume 1 (EU);SNK Arcade Classics Volume 1 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
SPRay (EU);SPRay (EU);Nintendo Wii;;;;;4;;;;;;;SPRay;;;;;;
SSX Blur (EU);SSX Blur (EU);Nintendo Wii;;;;;4;;;;;;;SSX Blur;;;;;;
Safecracker (EU);Safecracker (EU);Nintendo Wii;;;;;1;;;;;;;Safecracker;;;;;;
Sam and Max - Season One (EU);Sam and Max - Season One (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Sam and Max - Season Two - Beyond Time and Space (EU);Sam and Max - Season Two - Beyond Time and Space (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Samurai Shodown Anthology (EU);Samurai Shodown Anthology (EU);Nintendo Wii;;;;;2;;;;;;;Samurai Shodown Anthology;;;;;;
Samurai Warriors 3 (EU);Samurai Warriors 3 (EU);Nintendo Wii;;;;;2;;;;;;;Samurai Warriors 3;;;;;;
Scooby-Doo! First Frights (EU);Scooby-Doo! First Frights (EU);Nintendo Wii;;;;;2;;;;;;;Scooby-Doo! First Frights;;;;;;
Scooby-Doo! and the Spooky Swamp (EU);Scooby-Doo! and the Spooky Swamp (EU);Nintendo Wii;;;;;;;;;;;;Scooby-Doo! and the Spooky Swamp;;;;;;
Score International Baja 1000 - World Championship Offroad Racing (EU);Score International Baja 1000 - World Championship Offroad Racing (EU);Nintendo Wii;;;;;2;;;;;;;Score International Baja 1000 World Championship Off Road Racing;;;;;;
Sea Monsters - A Prehistoric Adventure (EU);Sea Monsters - A Prehistoric Adventure (EU);Nintendo Wii;;;;;2;;;;;;;Sea Monsters: A Prehistoric Adventure;;;;;;
Secret Files - Tunguska (EU);Secret Files - Tunguska (EU);Nintendo Wii;;;;;1;;;;;;;Secret Files: Tunguska;;;;;;
Secret Files 2 - Puritas Cordis (EU);Secret Files 2 - Puritas Cordis (EU);Nintendo Wii;;;;;1;;;;;;;Secret Files 2: Puritas Cordis;;;;;;
The Secret Saturdays - Beasts of the 5th Sun (EU);The Secret Saturdays - Beasts of the 5th Sun (EU);Nintendo Wii;;;;;1;;;;;;;The Secret Saturdays: Beasts of the 5th Sun;;;;;;
Sengoku Basara - Samurai Heroes (EU);Sengoku Basara - Samurai Heroes (EU);Nintendo Wii;;;;;;;;;;;;Sengoku Basara: Samurai Heroes;;;;;;
Shaun White Skateboarding (EU);Shaun White Skateboarding (EU);Nintendo Wii;;;;;1;;;;;;;Shaun White Skateboarding;;;;;;
Shaun White Snowboarding - Road Trip (EU);Shaun White Snowboarding - Road Trip (EU);Nintendo Wii;;;;;4;;;;;;;Shaun White Snowboarding: Road Trip;;;;;;
Shaun White Snowboarding - World Stage (EU);Shaun White Snowboarding - World Stage (EU);Nintendo Wii;;;;;;;;;;;;Shaun White Snowboarding: World Stage;;;;;;
Sherlock Holmes - The Silver Earring (EU);Sherlock Holmes - The Silver Earring (EU);Nintendo Wii;;;;;1;;;;;;;Sherlock Holmes: The Silver Earring;;;;;;
Showtime Championship Boxing (EU);Showtime Championship Boxing (EU);Nintendo Wii;;;;;2;;;;;;;Showtime Championship Boxing;;;;;;
Shrek Forever After (EU);Shrek Forever After (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Shrek The Third (EU);Shrek The Third (EU);Nintendo Wii;;;;;;;;;;;;Shrek the Third;;;;;;
Shreks Carnival Craze Party Games (EU);Shreks Carnival Craze Party Games (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Silent Hill - Shattered Memories (EU);Silent Hill - Shattered Memories (EU);Nintendo Wii;;;;;1;;;;;;;Silent Hill: Shattered Memories;;;;;;
The Simpsons Game (EU);The Simpsons Game (EU);Nintendo Wii;;;;;;;;;;;;The Simpsons Game;;;;;;
Sin and Punishment - Successor of the Skies (EU);Sin and Punishment - Successor of the Skies (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Skate City Heroes (EU);Skate City Heroes (EU);Nintendo Wii;;;;;4;;;;;;;Skate City Heroes;;;;;;
Skate It (EU);Skate It (EU);Nintendo Wii;;;;;4;;;;;;;Skate It;;;;;;
The Sky Crawlers - Innocent Aces (EU);The Sky Crawlers - Innocent Aces (EU);Nintendo Wii;;;;;2;;;;;;;The Sky Crawlers: Innocent Aces;;;;;;
Skylanders - Giants (EU);Skylanders - Giants (EU);Nintendo Wii;;;;;4;;;;;;;Skylanders: Giants;;;;;;
Skylanders - Spyros Adventure (EU);Skylanders - Spyros Adventure (EU);Nintendo Wii;;;;;;;;;;;;Skylanders: Spyro's Adventure;;;;;;
Skylanders - SuperChargers Racing (EU);Skylanders - SuperChargers Racing (EU);Nintendo Wii;;;;;1;;;;;;;Skylanders SuperChargers Racing;;;;;;
Skylanders - Swap Force (EU);Skylanders - Swap Force (EU);Nintendo Wii;;;;;2;;;;;;;Skylanders: SWAP Force;;;;;;
Skylanders - Trap Team (EU);Skylanders - Trap Team (EU);Nintendo Wii;;;;;;;;;;;;Skylanders Trap Team;;;;;;
Smarty Pants (EU);Smarty Pants (EU);Nintendo Wii;;;;;4;;;;;;;Smarty Pants;;;;;;
Smiley World - Island Challenge (EU);Smiley World - Island Challenge (EU);Nintendo Wii;;;;;2;;;;;;;Smiley World: Island Challenge;;;;;;
The Smurfs 2 (EU);The Smurfs 2 (EU);Nintendo Wii;;;;;;;;;;;;The Smurfs 2;;;;;;
So Blonde - Back to the Island (EU);So Blonde - Back to the Island (EU);Nintendo Wii;;;;;1;;;;;;;So Blonde: Back to the Island;;;;;;
Sonic Colours;Sonic Colours;Nintendo Wii;;;;;;;;;;;;;;;;;;
Sonic Riders Regravitified;Sonic Riders Regravitified;Nintendo Wii;;;;;;;;;;;;;;;;;;
Sonic Riders - Zero Gravity;Sonic Riders - Zero Gravity;Nintendo Wii;;;;;4;;;;;;;Sonic Riders: Zero Gravity;;;;;;
Sonic Unleashed;Sonic Unleashed;Nintendo Wii;;;;;;;;;;;;Sonic Unleashed;;;;;;
Sonic and SEGA All-Stars Racing (EU);Sonic and SEGA All-Stars Racing (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Sonic and the Black Knight;Sonic and the Black Knight;Nintendo Wii;;;;;4;;;;;;;Sonic and the Black Knight;;;;;;
Sonic and the Secret Rings;Sonic and the Secret Rings;Nintendo Wii;;;;;4;;;;;;;Sonic and the Secret Rings;;;;;;
Soulcalibur - Legends (EU);Soulcalibur - Legends (EU);Nintendo Wii;;;;;1;;;;;;;SoulCalibur Legends;;;;;;
Space Camp (EU);Space Camp (EU);Nintendo Wii;;;;;2;;;;;;;Space Camp;;;;;;
Space Chimps (EU);Space Chimps (EU);Nintendo Wii;;;;;2;;;;;;;Space Chimps;;;;;;
Spectrobes - Origins (EU);Spectrobes - Origins (EU);Nintendo Wii;;;;;1;;;;;;;Spectrobes: Origins;;;;;;
Speed (EU);Speed (EU);Nintendo Wii;;;;;2;;;;;;;Speed;;;;;;
Speed 2 (EU);Speed 2 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Speed Racer - The Videogame (EU);Speed Racer - The Videogame (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Spider-Man - Edge of Time (EU);Spider-Man - Edge of Time (EU);Nintendo Wii;;;;;;;;;;;;Spider-Man: Edge of Time;;;;;;
Spider-Man - Friend or Foe (EU);Spider-Man - Friend or Foe (EU);Nintendo Wii;;;;;;;;;;;;Spider-Man: Friend or Foe;;;;;;
Spider-Man - Shattered Dimensions (EU);Spider-Man - Shattered Dimensions (EU);Nintendo Wii;;;;;;;;;;;;Spider-Man: Shattered Dimensions;;;;;;
Spider-Man - Web of Shadows (EU);Spider-Man - Web of Shadows (EU);Nintendo Wii;;;;;;;;;;;;Spider-Man: Web of Shadows;;;;;;
Spider-Man 3 (EU);Spider-Man 3 (EU);Nintendo Wii;;;;;1;;;;;;;Spider-Man 3;;;;;;
The Spiderwick Chronicles (EU);The Spiderwick Chronicles (EU);Nintendo Wii;;;;;;;;;;;;The Spiderwick Chronicles;;;;;;
SpongeBob SquarePants - Creature from the Krusty Krab (EU);SpongeBob SquarePants - Creature from the Krusty Krab (EU);Nintendo Wii;;;;;1;;;;;;;SpongeBob SquarePants: Creature from the Krusty Krab;;;;;;
SpongeBob SquarePants - Planktons Robotic Revenge (EU);SpongeBob SquarePants - Planktons Robotic Revenge (EU);Nintendo Wii;;;;;1;;;;;;;SpongeBob SquarePants: Plankton's Robotic Revenge;;;;;;
SpongeBob SquarePants Featuring Nicktoons - Globs of Doom (EU);SpongeBob SquarePants Featuring Nicktoons - Globs of Doom (EU);Nintendo Wii;;;;;2;;;;;;;SpongeBob SquarePants featuring Nicktoons: Globs of Doom;;;;;;
SpongeBob SquigglePants (EU);SpongeBob SquigglePants (EU);Nintendo Wii;;;;;1;;;;;;;SpongeBob SquigglePants;;;;;;
SpongeBobs Atlantis SquarePantis (EU);SpongeBobs Atlantis SquarePantis (EU);Nintendo Wii;;;;;2;;;;;;;SpongeBob's Atlantis Squarepantis;;;;;;
SpongeBobs Boating Bash (EU);SpongeBobs Boating Bash (EU);Nintendo Wii;;;;;4;;;;;;;SpongeBob's Boating Bash;;;;;;
SpongeBobs Truth or Square (EU);SpongeBobs Truth or Square (EU);Nintendo Wii;;;;;1;;;;;;;SpongeBob's Truth or Square;;;;;;
Spore Hero (EU);Spore Hero (EU);Nintendo Wii;;;;;;;;;;;;Spore Hero;;;;;;
Sports Island (EU);Sports Island (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Sports Island 2 (EU);Sports Island 2 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Sports Island 3 (EU);Sports Island 3 (EU);Nintendo Wii;;;;;2;;;;;;;Sports Island 3;;;;;;
Sports Party (EU);Sports Party (EU);Nintendo Wii;;;;;4;;;;;;;Sports Party;;;;;;
Springdale (EU);Springdale (EU);Nintendo Wii;;;;;1;;;;;;;Springdale;;;;;;
Sprint Cars (EU);Sprint Cars (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Spy Fox In Dry Cereal (EU);Spy Fox In Dry Cereal (EU);Nintendo Wii;;;;;1;;;;;;;Spy Fox in Dry Cereal;;;;;;
Spyborgs (EU);Spyborgs (EU);Nintendo Wii;;;;;2;;;;;;;Spyborgs;;;;;;
Star Trek - Conquest (EU);Star Trek - Conquest (EU);Nintendo Wii;;;;;;;;;;;;Star Trek: Conquest;;;;;;
Star Wars - The Force Unleashed (EU);Star Wars - The Force Unleashed (EU);Nintendo Wii;;;;;;;;;;;;Star Wars: The Force Unleashed;;;;;;
Star Wars - The Force Unleashed II (EU);Star Wars - The Force Unleashed II (EU);Nintendo Wii;;;;;;;;;;;;Star Wars: The Force Unleashed II;;;;;;
Star Wars The Clone Wars - Republic Heroes (EU);Star Wars The Clone Wars - Republic Heroes (EU);Nintendo Wii;;;;;2;;;;;;;Star Wars: The Clone Wars Republic Heroes;;;;;;
Street Football 2 (EU);Street Football 2 (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Stunt Flyer - Hero of the Skies (EU);Stunt Flyer - Hero of the Skies (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Sudoku Ball - Detective (EU);Sudoku Ball - Detective (EU);Nintendo Wii;;;;;1;;;;;;;Sudoku Ball: Detective;;;;;;
Summer Athletics (EU);Summer Athletics (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Summer Athletics 2009 (EU);Summer Athletics 2009 (EU);Nintendo Wii;;;;;4;;;;;;;Summer Athletics 2009 (PAL);;;;;;
Summer Challenge - Athletics Tournament (EU);Summer Challenge - Athletics Tournament (EU);Nintendo Wii;;;;;1;;;;;;;Summer Challenge: Athletics Tournament;;;;;;
Summer Sports Party (EU);Summer Sports Party (EU);Nintendo Wii;;;;;4;;;;;;;Summer Sports Party (PAL);;;;;;
Super Fruit Fall (EU);Super Fruit Fall (EU);Nintendo Wii;;;;;2;;;;;;;Super Fruit Fall;;;;;;
Super Karts (EU);Super Karts (EU);Nintendo Wii;;;;;;;;;;;;Super Karts;;;;;;
Super Mario All-Stars - 25th Anniversary Edition (EU);Super Mario All-Stars - 25th Anniversary Edition (EU);Nintendo Wii;;;;;2;;;;;;;Super Mario All-Stars: 25th Anniversary Edition;;;;;;
Super Mario Galaxy (EU);Super Mario Galaxy (EU);Nintendo Wii;;;;;2;;;;;;;Super Mario Galaxy;;;;;;
Super Mario Galaxy 2;Super Mario Galaxy 2;Nintendo Wii;;;;;2;;;;;;;Super Mario Galaxy 2;;;;;;
Super Monkey Ball - Banana Blitz (EU);Super Monkey Ball - Banana Blitz (EU);Nintendo Wii;;;;;4;;;;;;;Super Monkey Ball: Banana Blitz;;;;;;
Super Monkey Ball - Step and Roll (EU);Super Monkey Ball - Step and Roll (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Super Smash Bros. Brawl (EU);Super Smash Bros. Brawl (EU);Nintendo Wii;;;;;4;;;;;;;Super Smash Bros. Brawl;;;;;;
Super Truck Racer (EU);Super Truck Racer (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Surfs Up (EU);Surfs Up (EU);Nintendo Wii;;;;;1;;;;;;;Surf's Up;;;;;;
THOR - God of Thunder (EU);THOR - God of Thunder (EU);Nintendo Wii;;;;;1;;;;;;;Thor: God of Thunder;;;;;;
TMNT - Teenage Mutant Ninja Turtles (EU);TMNT - Teenage Mutant Ninja Turtles (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Table Football (EU);Table Football (EU);Nintendo Wii;;;;;;;;;;;;;;;;;;
Tak and the Guardians of Gross (EU);Tak and the Guardians of Gross (EU);Nintendo Wii;;;;;2;;;;;;;Tak and the Guardians of Gross;;;;;;
The Tale of Despereaux (EU);The Tale of Despereaux (EU);Nintendo Wii;;;;;1;;;;;;;The Tale of Despereaux;;;;;;
Tales of Symphonia - Dawn of the New World (EU);Tales of Symphonia - Dawn of the New World (EU);Nintendo Wii;;;;;4;;;;;;;Tales of Symphonia: Dawn of the New World;;;;;;
Tatsunoko vs Capcom - Ultimate All-Stars (EU);Tatsunoko vs Capcom - Ultimate All-Stars (EU);Nintendo Wii;;;;;4;;;;;;;Tatsunoko vs. Capcom: Ultimate All-Stars;;;;;;
Teenage Mutant Ninja Turtles (EU);Teenage Mutant Ninja Turtles (EU);Nintendo Wii;;;;;1;;;;;;;Teenage Mutant Ninja Turtles;;;;;;
Teenage Mutant Ninja Turtles - Smash-Up (EU);Teenage Mutant Ninja Turtles - Smash-Up (EU);Nintendo Wii;;;;;4;;;;;;;Teenage Mutant Ninja Turtles: Smash-Up;;;;;;
Tenchu - Shadow Assassins (EU);Tenchu - Shadow Assassins (EU);Nintendo Wii;;;;;1;;;;;;;Tenchu: Shadow Assassins;;;;;;
