#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Triggerheart Exelica;Triggerheart Exelica;Sega Dreamcast;;;;;2;;;;;;;Triggerheart Exelica;;;;;;
Trizeal;Trizeal;Sega Dreamcast;;;;;2;;;;;;;Trizeal;;;;;;
UEFA Dream Soccer;UEFA Dream Soccer;Sega Dreamcast;;;;;;;;;;;;UEFA Dream Soccer;;;;;;
Ultimate Fighting Championship;Ultimate Fighting Championship;Sega Dreamcast;;;;;2;;;;;;;Ultimate Fighting Championship;;;;;;
Under Defeat;Under Defeat;Sega Dreamcast;;;;;;;;;;;;;;;;;;
UnderCover AD2025 Kei;UnderCover AD2025 Kei;Sega Dreamcast;;;;;;;;;;;;;;;;;;
Urban Chaos;Urban Chaos;Sega Dreamcast;;;;;;;;;;;;Urban Chaos;;;;;;
V-Rally 2 - Expert Edition;V-Rally 2 - Expert Edition;Sega Dreamcast;;;;;;;;;;;;V-Rally 2 Expert Edition;;;;;;
Vanishing Point;Vanishing Point;Sega Dreamcast;;;;;;;;;;;;Vanishing Point;;;;;;
Vigilante 8 - 2nd Offense;Vigilante 8 - 2nd Offense;Sega Dreamcast;;;;;2;;;;;;;Vigilante 8: 2nd Offense;;;;;;
Virtua Athlete 2000;Virtua Athlete 2000;Sega Dreamcast;;;;;2;;;;;;;Virtua Athlete 2000;;;;;;
Virtua Cop 2;Virtua Cop 2;Sega Dreamcast;;;;;2;;;;;;;Virtua Cop 2;;;;;;
Virtua Fighter 3Tb;Virtua Fighter 3Tb;Sega Dreamcast;;;;;2;;;;;;;Virtua Fighter 3tb;;;;;;
Virtua Striker 2;Virtua Striker 2;Sega Dreamcast;;;;;1;;;;;;;Virtua Striker 2;;;;;;
Virtua Tennis;Virtua Tennis;Sega Dreamcast;;;;;4;;;;;;;Virtua Tennis;;;;;;
Virtua Tennis 2;Virtua Tennis 2;Sega Dreamcast;;;;;4;;;;;;;Virtua Tennis 2;;;;;;
Volgarr the Viking;Volgarr the Viking;Sega Dreamcast;;;;;;;;;;;;Volgarr The Viking;;;;;;
WWF Attitude;WWF Attitude;Sega Dreamcast;;;;;4;;;;;;;WWF Attitude;;;;;;
WWF Royal Rumble;WWF Royal Rumble;Sega Dreamcast;;;;;;;;;;;;WWF Royal Rumble;;;;;;
Wacky Races;Wacky Races;Sega Dreamcast;;;;;;;;;;;;Wacky Races;;;;;;
Walt Disney World Quest - Magical Racing Tour;Walt Disney World Quest - Magical Racing Tour;Sega Dreamcast;;;;;2;;;;;;;Walt Disney World Quest: Magical Racing Tour;;;;;;
Wild Metal;Wild Metal;Sega Dreamcast;;;;;1;;;;;;;Wild Metal;;;;;;
Wind and Water - Puzzle Battles;Wind and Water - Puzzle Battles;Sega Dreamcast;;;;;2;;;;;;;Wind and Water: Puzzle Battles;;;;;;
Worms Armageddon;Worms Armageddon;Sega Dreamcast;;;;;4;;;;;;;Worms Armageddon;;;;;;
Worms World Party;Worms World Party;Sega Dreamcast;;;;;1;;;;;;;Worms World Party;;;;;;
Xtreme Sports;Xtreme Sports;Sega Dreamcast;;;;;1;;;;;;;Xtreme Sports;;;;;;
Zero Gunner 2;Zero Gunner 2;Sega Dreamcast;;;;;2;;;;;;;Zero Gunner 2;;;;;;
Zombie Revenge;Zombie Revenge;Sega Dreamcast;;;;;2;;;;;;;Zombie Revenge;;;;;;
Zusar Vasar;Zusar Vasar;Sega Dreamcast;;;;;2;;;;;;;Zusar Vasar;;;;;;
