#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Megaman Zero (USA, Europe);Mega Man Zero;Nintendo Game Boy Advance;Mega Man Collection;2002;Capcom;Platform;;;;;0;;;;;
Megaman Zero 2 (USA);Mega Man Zero 2;Nintendo Game Boy Advance;Mega Man Collection;2003;Capcom;Platform;;;;;0;;;;;
Megaman Zero 3 (USA);Mega Man Zero 3;Nintendo Game Boy Advance;Mega Man Collection;2004;Capcom;Platform;;;;;0;;;;;
Megaman Zero 4 (USA);Mega Man Zero 4;Nintendo Game Boy Advance;Mega Man Collection;2005;Capcom;Platform;;;;;0;;;;;
Mega Man Zero Collection (USA);Mega Man Zero Collection;Nintendo DS;Mega Man Collection;2010;Capcom;Platform;;;;;0;;;;;
Mega Man ZX (USA);Mega Man ZX;Nintendo DS;Mega Man Collection;2006;Capcom;Platform;;;;;0;;;;;
Mega Man ZX - Advent (USA);Mega Man ZX - Advent;Nintendo DS;Mega Man Collection;2007;Capcom;Platform;;;;;0;;;;;
megaman;Mega Man: The Power Battle;Arcade;Mega Man Collection;1995;Capcom;Fighter;;;;;0;;;;;
Megaman (USA);Megaman;Nintendo Game Boy;Mega Man Collection;1995;U.S. Gold;Platform;;;;;0;;;;;
Megaman - Battle & Chase (Europe);Megaman: Battle & Chase;Sony Playstation;Mega Man Collection;1998;Capcom;Driving;;;;;0;;;;;
MN9Game;Mighty No 9;PC Games;Mega Man Collection;2010;Capcom;Platform;;;;;0;;;;;
Rockman & Forte - Mirai Kara no Chousensha (Japan);Rockman & Forte: Mirai Kara no Chousensha;Wonderswan;Mega Man Collection;1999;Capcom;Action;;;;;0;;;;;
rockman2j;Rockman 2: The Power Fighters;Arcade;Mega Man Collection;1996;Capcom;Fighter;;;;;0;;;;;
Rockman Battle & Fighters (Japan);Rockman Battle & Fighters;SNK Neo Geo Pocket Color;Mega Man Collection;2000;Capcom;Platform;;;;;0;;;;;
Rockman EXE WS (Japan);Rockman EXE;Wonderswan color;Mega Man Collection;2003;Bandai;Platform;;;;;0;;;;;
Rockman EXE - N1 Battle (Japan);Rockman EXE: N1 Battle;Wonderswan color;Mega Man Collection;2003;Capcom;Simulation;;;;;0;;;;;
rockmanj;Rockman: The Power Battle;Arcade;Mega Man Collection;1995;Capcom;Fighter;;;;;0;;;;;
Street Fighter X Mega Man;Street Fighter X Mega Man;PC Games extra;Mega Man Collection;2012;Capcom;Platform;;;;;0;;;;;
