#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Quake 64 (USA);Quake 64;Nintendo 64;;1998;;;;;;;;;;;;
Quake II (USA);Quake II;Nintendo 64;;1999;;;;;;;;;;;;
Quest 64 (USA);Quest 64;Nintendo 64;;1998;;;;;;;;;;;;
Rakuga Kids (Europe);Rakuga Kids;Nintendo 64;;1998;;;;;;;;;;;;
Rally Challenge 2000 (USA);Rally Challenge 2000;Nintendo 64;;2000;;;;;;;;;;;;
Rampage 2 - Universal Tour (USA);Rampage 2: Universal Tour;Nintendo 64;;1999;;;;;;;;;;;;
Rampage - World Tour (USA);Rampage: World Tour;Nintendo 64;;1998;;;;;;;;;;;;
Rat Attack! (USA) (En,Fr,De,Es,It,Nl);Rat Attack!;Nintendo 64;;2000;;;;;;;;;;;;
Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It);Rayman 2: The Great Escape;Nintendo 64;;1999;;;;;;;;;;;;
Razor Freestyle Scooter (USA);Razor Freestyle Scooter;Nintendo 64;;2001;;;;;;;;;;;;
Re-Volt (USA);Re-Volt;Nintendo 64;;1999;;;;;;;;;;;;
Ready 2 Rumble Boxing (USA);Ready 2 Rumble Boxing;Nintendo 64;;1999;;;;;;;;;;;;
Ready 2 Rumble Boxing - Round 2 (USA);Ready 2 Rumble Boxing: Round 2;Nintendo 64;;2000;;;;;;;;;;;;
Resident Evil 2 (USA) (Rev A);Resident Evil 2;Nintendo 64;;2000;;;;;;;;;;;;
Road Rash 64 (USA);Road Rash 64;Nintendo 64;;1999;;;;;;;;;;;;
Roadsters Trophy (USA) (En,Fr,Es);Roadsters Trophy;Nintendo 64;;1999;;;;;;;;;;;;
Robotron 64 (USA);Robotron 64;Nintendo 64;;1998;;;;;;;;;;;;
Rocket - Robot on Wheels (USA);Rocket: Robot on Wheels;Nintendo 64;;1999;;;;;;;;;;;;
RR64 - Ridge Racer 64 (USA);RR64: Ridge Racer 64;Nintendo 64;;2000;;;;;;;;;;;;
Rugrats in Paris - The Movie (USA);Rugrats in Paris: The Movie;Nintendo 64;;2000;;;;;;;;;;;;
Rugrats - Scavenger Hunt (USA);Rugrats: Scavenger Hunt;Nintendo 64;;1999;;;;;;;;;;;;
Rush 2 - Extreme Racing USA (USA);Rush 2: Extreme Racing USA;Nintendo 64;;1998;;;;;;;;;;;;
S.C.A.R.S. (USA);S.C.A.R.S.;Nintendo 64;;1998;;;;;;;;;;;;
San Francisco Rush 2049 (USA);San Francisco Rush 2049;Nintendo 64;;2000;;;;;;;;;;;;
San Francisco Rush - Extreme Racing (USA) (En,Fr,De);San Francisco Rush: Extreme Racing;Nintendo 64;;1997;;;;;;;;;;;;
Scooby-Doo! - Classic Creep Capers (USA);Scooby-Doo!: Classic Creep Capers;Nintendo 64;;2001;;;;;;;;;;;;
Shadow Man (USA);Shadow Man;Nintendo 64;;1999;;;;;;;;;;;;
Shadowgate 64 - Trials of the Four Towers (USA) (En,Es);Shadowgate 64: Trials of the Four Towers;Nintendo 64;;1999;;;;;;;;;;;;
Snowboard Kids (USA);Snowboard Kids;Nintendo 64;;1998;;;;;;;;;;;;
Snowboard Kids 2 (USA);Snowboard Kids 2;Nintendo 64;;1999;;;;;;;;;;;;
South Park (USA);South Park;Nintendo 64;;1998;;;;;;;;;;;;
South Park Rally (USA);South Park Rally;Nintendo 64;;2000;;;;;;;;;;;;
South Park - Chef's Luv Shack (USA);South Park: Chef's Luv Shack;Nintendo 64;;1999;;;;;;;;;;;;
Space Invaders (USA);Space Invaders;Nintendo 64;;1999;;;;;;;;;;;;
SpaceStation Silicon Valley (USA);SpaceStation Silicon Valley;Nintendo 64;;1998;;;;;;;;;;;;
Spider-Man (USA);Spider-Man;Nintendo 64;;2000;;;;;;;;;;;;
Star Fox 64 (USA) (Rev A);Star Fox 64;Nintendo 64;;1997;;;;;;;;;;;;
Star Soldier - Vanishing Earth (USA);Star Soldier: Vanishing Earth;Nintendo 64;;1998;;;;;;;;;;;;
Star Wars Episode I - Battle for Naboo (USA);Star Wars Episode I: Battle for Naboo;Nintendo 64;;2000;;;;;;;;;;;;
Star Wars Episode I - Racer (USA);Star Wars Episode I: Racer;Nintendo 64;;1999;;;;;;;;;;;;
Star Wars - Rogue Squadron (USA) (Rev A);Star Wars: Rogue Squadron;Nintendo 64;;1998;;;;;;;;;;;;
Star Wars - Shadows of the Empire (USA) (Rev B);Star Wars: Shadows of the Empire;Nintendo 64;;1999;;;;;;;;;;;;
StarCraft 64 (USA);StarCraft 64;Nintendo 64;;2000;;;;;;;;;;;;
Starshot - Space Circus Fever (USA) (En,Fr,Es);Starshot: Space Circus Fever;Nintendo 64;;1999;;;;;;;;;;;;
Stunt Racer 64 (USA);Stunt Racer 64;Nintendo 64;;2000;;;;;;;;;;;;
Super Bowling (USA);Super Bowling;Nintendo 64;;2001;;;;;;;;;;;;
Super Mario 64 (USA);Super Mario 64;Nintendo 64;;1996;;;;;;;;;;;;
Super Smash Bros. (USA);Super Smash Bros.;Nintendo 64;;1999;;;;;;;;;;;;
Supercross 2000 (USA);Supercross 2000;Nintendo 64;;1999;;;;;;;;;;;;
Superman (USA) (En,Fr,Es);Superman;Nintendo 64;;1999;;;;;;;;;;;;
Tarzan (USA);Tarzan;Nintendo 64;;2000;;;;;;;;;;;;
Taz Express (Europe) (En,Fr,De,Es,It,Nl);Taz Express;Nintendo 64;;1999;;;;;;;;;;;;
Tetrisphere (USA);Tetrisphere;Nintendo 64;;1997;;;;;;;;;;;;
Legend of Zelda, The - Majora's Mask (USA);The Legend of Zelda: Majora's Mask;Nintendo 64;;2000;;;;;;;;;;;;
Legend of Zelda, The - Ocarina of Time (USA) (Rev B);The Legend of Zelda: Ocarina of Time;Nintendo 64;;1998;;;;;;;;;;;;
New Tetris, The (USA);The New Tetris;Nintendo 64;;1999;;;;;;;;;;;;
