#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Alien_Isolation;Alien Isolation;Pinball FX2;;;;;1;;;;;;;Alien: Isolation;;;;;;
Alien_vs_Predator;Alien vs Predator;Pinball FX2;;;;;1;;;;;;;Alien vs. Predator;;;;;;
Aliens;Aliens;Pinball FX2;;;;;;;;;;;;Aliens;;;;;;
AmericanDad;American Dad;Pinball FX2;;;;;;;;;;;;;;;;;;
Archer;Archer;Pinball FX2;;;;;;;;;;;;;;;;;;
Atlantis;Atlantis;Pinball FX2;;;;;2;;;;;;;Atlantis;;;;;;
BETHESDA_Doom;BETHESDA Doom;Pinball FX2;;;;;;;;;;;;;;;;;;
BETHESDA_Fallout;BETHESDA Fallout;Pinball FX2;;;;;;;;;;;;;;;;;;
BETHESDA_Skyrim;BETHESDA Skyrim;Pinball FX2;;;;;;;;;;;;;;;;;;
BioLab;BioLab;Pinball FX2;;;;;;;;;;;;;;;;;;
BobsBurgers;Bobs Burgers;Pinball FX2;;;;;;;;;;;;;;;;;;
CastleStorm;Castle Storm;Pinball FX2;;;;;1;;;;;;;CastleStorm;;;;;;
Citadel;Citadel;Pinball FX2;;;;;;;;;;;;Citadel;;;;;;
EarthDefense;Earth Defense;Pinball FX2;;;;;2;;;;;;;Earth Defense;;;;;;
Eldorado;El dorado;Pinball FX2;;;;;;;;;;;;;;;;;;
Excalibur;Excalibur;Pinball FX2;;;;;;;;;;;;;;;;;;
FamilyGuy;FamilyGuy;Pinball FX2;;;;;1;;;;;;;Family Guy;;;;;;
Football;Football;Pinball FX2;;;;;2;;;;;;;Football;;;;;;
Football_Arsenal;Football Arsenal;Pinball FX2;;;;;;;;;;;;;;;;;;
Football_Barcelona;Football Club Barcelona;Pinball FX2;;;;;;;;;;;;;;;;;;
Football_Juventus;Football Juventus;Pinball FX2;;;;;;;;;;;;;;;;;;
Football_Liverpool;Football Liverpool;Pinball FX2;;;;;;;;;;;;;;;;;;
Football_Milan;Football Milan;Pinball FX2;;;;;;;;;;;;;;;;;;
Football_RealMadrid;Football Real Madrid;Pinball FX2;;;;;;;;;;;;;;;;;;
Football_Roma;Football Roma;Pinball FX2;;;;;;;;;;;;;;;;;;
Looter;Looter;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Age_of_Ultron;MARVEL Age of Ultron;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Ant-Man;MARVEL Ant-Man;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Avengers;MARVEL Avengers;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Blade;MARVEL Blade;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_CaptainAmerica;MARVEL Captain America;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_CivilWar;MARVEL Civil War;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Deadpool;MARVEL Deadpool;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_DrStrange;MARVEL Dr Strange;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_FantasticFour;MARVEL Fantastic Four;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_FearItSelf;MARVEL Fear It Self;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_GhostRider;MARVEL Ghost Rider;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Guardians;MARVEL Guardians;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_InfinityGauntlet;MARVEL Infinity Gauntlet;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_IronMan;MARVEL IronMan;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_MoonKnight;MARVEL MoonKnight;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_MsMarvel;MARVEL MsMarvel;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_SpiderMan;MARVEL SpiderMan;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Thor;MARVEL Thor;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Venom;MARVEL Venom;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_WOP_TheNextGeneration;MARVEL WOP The Next Generation;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_WWH;MARVEL WWH;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_Wolverine;MARVEL Wolverine;Pinball FX2;;;;;;;;;;;;;;;;;;
MARVEL_XMen;MARVEL XMen;Pinball FX2;;;;;;;;;;;;;;;;;;
Mars;Mars;Pinball FX2;;;;;2;;;;;;;Mars;;;;;;
Paranormal;Paranormal;Pinball FX2;;;;;1;;;;;;;Paranormal;;;;;;
Pasha;Pasha;Pinball FX2;;;;;;;;;;;;;;;;;;
