#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Captain Tsubasa V Hasha no Shougou Canpione;Captain Tsubasa V Hasha no Shougou Canpione;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Carrier Aces (USA);Carrier Aces;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Casper (USA);Casper;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Castlevania - Dracula X (USA);Castlevania: Dracula X;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Champions - World Class Soccer (USA);Champions: World Class Soccer;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Championship Pool (USA);Championship Pool;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Championship Soccer '94 (USA);Championship Soccer '94;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Chavez (USA);Chavez;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Chavez II (USA);Chavez II;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Chester Cheetah - Too Cool to Fool (USA);Chester Cheetah: Too Cool to Fool;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Chester Cheetah - Wild Wild Quest (USA);Chester Cheetah: Wild Wild Quest;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Choplifter III - Rescue & Survive (USA);Choplifter III: Rescue & Survive;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Chrono Trigger (USA);Chrono Trigger;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Chuck Rock (USA);Chuck Rock;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Civilization (USA);Civilization;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Classic Kong (World) (Unl);Classic Kong;Super Nintendo Entertainment System;;2012;;;;;;;;;;;;
Clay Fighter (USA);Clay Fighter;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Clay Fighter 2 - Judgment Clay (USA);Clay Fighter 2: Judgment Clay;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Clay Fighter - Tournament Edition (USA);Clay Fighter: Tournament Edition;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Claymates (USA);Claymates;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Cliffhanger (USA);Cliffhanger;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Clock Tower (J);Clock Tower;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Clue (USA);Clue;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
College Football USA '97 - The Road to New Orleans (USA);College Football USA '97: The Road to New Orleans;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
College Slam (USA);College Slam;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Congo - The Movie - The Secret of Zinj (USA) (Proto);Congo: The Movie - The Secret of Zinj;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;
Congo's Caper (USA);Congo's Caper;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Contra III - The Alien Wars (USA);Contra III: The Alien Wars;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Cool Spot (USA);Cool Spot;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Cool World (USA);Cool World;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Crystal Beans From Dungeon Explorer (J);Crystal Beans From Dungeon Explorer;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Cutthroat Island (USA);Cutthroat Island;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Cyber Spin (USA);Cyber Spin;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Cybernator (USA);Cybernator;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Cyborg 009;Cyborg 009;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
D-Force (USA);D-Force;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;
Daffy Duck - The Marvin Missions (USA);Daffy Duck: The Marvin Missions;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Daikaijuu Monogatari;Daikaijuu Monogatari;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Darius Twin (USA);Darius Twin;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;
David Crane's Amazing Tennis (USA);David Crane's Amazing Tennis;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;
Daze Before Christmas (Europe);Daze Before Christmas;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Demolition Man (USA);Demolition Man;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Demon Child Zenki Battle Raiden;Demon Child Zenki Battle Raiden;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;
Demon's Crest (USA);Demon's Crest;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;
Dennis the Menace (USA);Dennis the Menace;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Desert Strike - Return to the Gulf (USA);Desert Strike: Return to the Gulf;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
Dig & Spike Volleyball (USA);Dig & Spike Volleyball;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;
